"Year","Month","Hospital","Specialty","TotalPatients"
2018,"Jun","St. Vincent's University Hospital","Oncology",59
2018,"Jun","St. Vincent's University Hospital","Ophthalmology",446
2018,"Jun","St. Vincent's University Hospital","Orthopaedics",2538
2018,"Jun","St. Vincent's University Hospital","Other",1
2018,"Jun","St. Vincent's University Hospital","Otolaryngology (ENT)",1411
2018,"Jun","St. Vincent's University Hospital","Pain Relief",472
2018,"Jun","St. Vincent's University Hospital","Plastic Surgery",1526
2018,"Jun","St. Vincent's University Hospital","Psychiatry",40
2018,"Jun","St. Vincent's University Hospital","Radiotherapy",35
2018,"Jun","St. Vincent's University Hospital","Rehabilitation Medicine",4
2018,"Jun","St. Vincent's University Hospital","Respiratory Medicine",1613
2018,"Jun","St. Vincent's University Hospital","Rheumatology",1584
2018,"Jun","St. Vincent's University Hospital","Urology",1411
2018,"Jun","St. Vincent's University Hospital","Vascular Surgery",412
2018,"Jun","Tallaght Children's Hospital","Clinical Neurophysiology",16
2018,"Jun","Tallaght Children's Hospital","Dental Surgery",7
2018,"Jun","Tallaght Children's Hospital","Developmental Paediatrics",459
2018,"Jun","Tallaght Children's Hospital","Immunology",429
2018,"Jun","Tallaght Children's Hospital","Ophthalmology",394
2018,"Jun","Tallaght Children's Hospital","Paed Cardiology",319
2018,"Jun","Tallaght Children's Hospital","Paed Endocrinology",101
2018,"Jun","Tallaght Children's Hospital","Paed Gastro-Enterol",372
2018,"Jun","Tallaght Children's Hospital","Paed Orthopaedic",68
2018,"Jun","Tallaght Children's Hospital","Paediatric Dermatology",691
2018,"Jun","Tallaght Children's Hospital","Paediatric ENT",2800
2018,"Jun","Tallaght Children's Hospital","Paediatric Neurology",114
2018,"Jun","Tallaght Children's Hospital","Paediatric Respiratory Medicine",295
2018,"Jun","Tallaght Children's Hospital","Paediatric Surgery",226
2018,"Jun","Tallaght Children's Hospital","Paediatrics",1100
2018,"Jun","Tallaght Hospital","Anaesthetics",8
2018,"Jun","Tallaght Hospital","Cardiology",933
2018,"Jun","Tallaght Hospital","Chemical Pathology",64
2018,"Jun","Tallaght Hospital","Clinical Neurophysiology",734
2018,"Jun","Tallaght Hospital","Dermatology",2822
2018,"Jun","Tallaght Hospital","Endocrinology",516
2018,"Jun","Tallaght Hospital","Gastro-Enterology",1008
2018,"Jun","Tallaght Hospital","General Medicine",4
2018,"Jun","Tallaght Hospital","General Surgery",1466
2018,"Jun","Tallaght Hospital","Geriatric Medicine",166
2018,"Jun","Tallaght Hospital","Gynaecology",2223
2018,"Jun","Tallaght Hospital","Haematology",521
2018,"Jun","Tallaght Hospital","Nephrology",199
2018,"Jun","Tallaght Hospital","Neurology",3053
2018,"Jun","Tallaght Hospital","Oncology",8
2018,"Jun","Tallaght Hospital","Ophthalmology",198
2018,"Jun","Tallaght Hospital","Orthopaedics",2775
2018,"Jun","Tallaght Hospital","Other",671
2018,"Jun","Tallaght Hospital","Otolaryngology (ENT)",3601
2018,"Jun","Tallaght Hospital","Pain Relief",892
2018,"Jun","Tallaght Hospital","Palliative Medicine",10
2018,"Jun","Tallaght Hospital","Psychiatry",6
2018,"Jun","Tallaght Hospital","Radiology",4
2018,"Jun","Tallaght Hospital","Rehabilitation Medicine",6
2018,"Jun","Tallaght Hospital","Respiratory Medicine",812
2018,"Jun","Tallaght Hospital","Rheumatology",497
2018,"Jun","Tallaght Hospital","Urology",3593
2018,"Jun","Tallaght Hospital","Vascular Surgery",800
2018,"Jun","University Hospital Limerick","Cardiology",1105
2018,"Jun","University Hospital Limerick","Dermatology",4653
2018,"Jun","University Hospital Limerick","Endocrinology",1527
2018,"Jun","University Hospital Limerick","Gastro-Enterology",1237
2018,"Jun","University Hospital Limerick","General Medicine",75
2018,"Jun","University Hospital Limerick","General Surgery",2091
2018,"Jun","University Hospital Limerick","Geriatric Medicine",228
2018,"Jun","University Hospital Limerick","Gynaecology",927
2018,"Jun","University Hospital Limerick","Haematology",137
2018,"Jun","University Hospital Limerick","Infectious Diseases",72
2018,"Jun","University Hospital Limerick","Maxillo-Facial",2435
2018,"Jun","University Hospital Limerick","Nephrology",105
2018,"Jun","University Hospital Limerick","Neurology",1548
2018,"Jun","University Hospital Limerick","Oncology",27
2018,"Jun","University Hospital Limerick","Ophthalmology",4321
2018,"Jun","University Hospital Limerick","Otolaryngology (ENT)",3859
2018,"Jun","University Hospital Limerick","Paediatric Surgery",17
2018,"Jun","University Hospital Limerick","Paediatrics",826
2018,"Jun","University Hospital Limerick","Pain Relief",846
2018,"Jun","University Hospital Limerick","Respiratory Medicine",1312
2018,"Jun","University Hospital Limerick","Rheumatology",699
2018,"Jun","University Hospital Limerick","Urology",2122
2018,"Jun","University Hospital Limerick","Vascular Surgery",738
2018,"Jun","University Hospital Waterford","Breast Surgery",1849
2018,"Jun","University Hospital Waterford","Cardiology",865
2018,"Jun","University Hospital Waterford","Dermatology",4231
2018,"Jun","University Hospital Waterford","Endocrinology",633
2018,"Jun","University Hospital Waterford","Gastro-Enterology",1076
2018,"Jun","University Hospital Waterford","General Surgery",648
2018,"Jun","University Hospital Waterford","Gynaecology",610
2018,"Jun","University Hospital Waterford","Haematology",248
2018,"Jun","University Hospital Waterford","Nephrology",212
2018,"Jun","University Hospital Waterford","Neurology",1248
2018,"Jun","University Hospital Waterford","Ophthalmology",2572
2018,"Jun","University Hospital Waterford","Orthopaedics",6701
2018,"Jun","University Hospital Waterford","Otolaryngology (ENT)",8158
2018,"Jun","University Hospital Waterford","Paediatrics",631
2018,"Jun","University Hospital Waterford","Pain Relief",807
2018,"Jun","University Hospital Waterford","Respiratory Medicine",1310
2018,"Jun","University Hospital Waterford","Rheumatology",1444
2018,"Jun","University Hospital Waterford","Urology",2886
2018,"Jun","University Hospital Waterford","Vascular Surgery",461
2018,"Jun","Wexford General Hospital","Gastro-Intestinal Surgery",1
2018,"Jun","Wexford General Hospital","General Medicine",935
2018,"Jun","Wexford General Hospital","General Surgery",290
2018,"Jun","Wexford General Hospital","Geriatric Medicine",137
2018,"Jun","Wexford General Hospital","Gynaecology",532
2018,"Jun","Wexford General Hospital","Oncology",3
2018,"Jun","Wexford General Hospital","Paediatrics",320
2018,"Jul","Bantry General Hospital","Dermatology",176
2018,"Jul","Bantry General Hospital","General Medicine",657
2018,"Jul","Bantry General Hospital","General Surgery",217
2018,"Jul","Bantry General Hospital","Orthopaedics",278
2018,"Jul","Bantry General Hospital","Paediatrics",6
2018,"Jul","Beaumont Hospital","Breast Surgery",321
2018,"Jul","Beaumont Hospital","Cardiology",1144
2018,"Jul","Beaumont Hospital","Clinical Immunology",348
2018,"Jul","Beaumont Hospital","Dermatology",2185
2018,"Jul","Beaumont Hospital","Endocrinology",734
2018,"Jul","Beaumont Hospital","Gastro-Enterology",458
2018,"Jul","Beaumont Hospital","General Medicine",6
2018,"Jul","Beaumont Hospital","General Surgery",838
2018,"Jul","Beaumont Hospital","Geriatric Medicine",115
2018,"Jul","Beaumont Hospital","Gynaecology",488
2018,"Jul","Beaumont Hospital","Haematology",664
2018,"Jul","Beaumont Hospital","Infectious Diseases",3
2018,"Jul","Beaumont Hospital","Maxillo-Facial",31
2018,"Jul","Beaumont Hospital","Nephrology",104
2018,"Jul","Beaumont Hospital","Neurology",1417
2018,"Jul","Beaumont Hospital","Neurosurgery",2213
2018,"Jul","Beaumont Hospital","Oncology",22
2018,"Jul","Beaumont Hospital","Ophthalmology",763
2018,"Jul","Beaumont Hospital","Orthopaedics",2192
2018,"Jul","Beaumont Hospital","Otolaryngology (ENT)",3418
2018,"Jul","Beaumont Hospital","Pain Relief",870
2018,"Jul","Beaumont Hospital","Plastic Surgery",1520
2018,"Jul","Beaumont Hospital","Psychiatry",61
2018,"Jul","Beaumont Hospital","Respiratory Medicine",1580
2018,"Jul","Beaumont Hospital","Rheumatology",614
2018,"Jul","Beaumont Hospital","Urology",1632
2018,"Jul","Beaumont Hospital","Vascular Surgery",480
2018,"Jul","Cappagh National Orthopaedic Hospital","Orthopaedics",2070
2018,"Jul","Cappagh National Orthopaedic Hospital","Rheumatology",85
2018,"Jul","Cavan General Hospital","Cardiology",25
2018,"Jul","Cavan General Hospital","Dermatology",554
2018,"Jul","Cavan General Hospital","General Medicine",788
2018,"Jul","Cavan General Hospital","General Surgery",451
2018,"Jul","Cavan General Hospital","Gynaecology",1044
2018,"Jul","Cavan General Hospital","Haematology",1
2018,"Jul","Cavan General Hospital","Neurology",208
2018,"Jul","Cavan General Hospital","Orthopaedics",1541
2018,"Jul","Cavan General Hospital","Otolaryngology (ENT)",1797
2018,"Jul","Cavan General Hospital","Paediatrics",423
2018,"Jul","Cavan General Hospital","Respiratory Medicine",567
2018,"Jul","Cavan General Hospital","Urology",261
2018,"Jul","Childrens University Hospital Temple Street","Anaesthetics",20
2018,"Jul","Childrens University Hospital Temple Street","Cardiology",1332
2018,"Jul","Childrens University Hospital Temple Street","Child/Adolescent Psychiatry",64
2018,"Jul","Childrens University Hospital Temple Street","Clinical (Medical) Genetics",449
2018,"Jul","Childrens University Hospital Temple Street","Dental Surgery",60
2018,"Jul","Childrens University Hospital Temple Street","Dermatology",1053
2018,"Jul","Childrens University Hospital Temple Street","Diabetes Mellitus",1
2018,"Jul","Childrens University Hospital Temple Street","Endocrinology",140
2018,"Jul","Childrens University Hospital Temple Street","General Surgery",963
2018,"Jul","Childrens University Hospital Temple Street","Gynaecology",91
2018,"Jul","Childrens University Hospital Temple Street","Haematology",40
2018,"Jul","Childrens University Hospital Temple Street","Infectious Diseases",48
2018,"Jul","Childrens University Hospital Temple Street","Metabolic Medicine",71
2018,"Jul","Childrens University Hospital Temple Street","Neonatology",18
2018,"Jul","Childrens University Hospital Temple Street","Nephrology",145
2018,"Jul","Childrens University Hospital Temple Street","Neurology",578
2018,"Jul","Childrens University Hospital Temple Street","Neurosurgery",59
2018,"Jul","Childrens University Hospital Temple Street","Ophthalmology",1801
2018,"Jul","Childrens University Hospital Temple Street","Orthopaedics",1569
2018,"Jul","Childrens University Hospital Temple Street","Otolaryngology (ENT)",4184
2018,"Jul","Childrens University Hospital Temple Street","Paediatrics",2858
2018,"Jul","Childrens University Hospital Temple Street","Plastic Surgery",697
2018,"Jul","Childrens University Hospital Temple Street","Respiratory Medicine",664
2018,"Jul","Childrens University Hospital Temple Street","Urology",765
2018,"Jul","Connolly Hospital","Cardiology",606
2018,"Jul","Connolly Hospital","Dermatology",825
2018,"Jul","Connolly Hospital","Endocrinology",333
2018,"Jul","Connolly Hospital","Gastro-Enterology",970
2018,"Jul","Connolly Hospital","General Surgery",741
2018,"Jul","Connolly Hospital","Geriatric Medicine",215
2018,"Jul","Connolly Hospital","Gynaecology",259
2018,"Jul","Connolly Hospital","Haematology",428
2018,"Jul","Connolly Hospital","Nephrology",116
2018,"Jul","Connolly Hospital","Neurology",304
2018,"Jul","Connolly Hospital","Ophthalmology",116
2018,"Jul","Connolly Hospital","Orthopaedics",1893
2018,"Jul","Connolly Hospital","Other",1
2018,"Jul","Connolly Hospital","Otolaryngology (ENT)",853
2018,"Jul","Connolly Hospital","Plastic Surgery",204
2018,"Jul","Connolly Hospital","Respiratory Medicine",865
2018,"Jul","Connolly Hospital","Rheumatology",803
2018,"Jul","Connolly Hospital","Urology",840
2018,"Jul","Coombe Women and Infants University Hospital","Gynaecology",2480
2018,"Jul","Cork University Hospital","Breast Surgery",1271
2018,"Jul","Cork University Hospital","Cardio-Thoracic Surgery",19
2018,"Jul","Cork University Hospital","Cardiology",1248
2018,"Jul","Cork University Hospital","Dermatology",65
2018,"Jul","Cork University Hospital","Diabetes Mellitus",468
2018,"Jul","Cork University Hospital","Endocrinology",332
2018,"Jul","Cork University Hospital","Gastro-Enterology",931
2018,"Jul","Cork University Hospital","General Medicine",33
2018,"Jul","Cork University Hospital","General Surgery",590
2018,"Jul","Cork University Hospital","Geriatric Medicine",133
2018,"Jul","Cork University Hospital","Haematology",281
2018,"Jul","Cork University Hospital","Hepato-Biliary Surgery",29
2018,"Jul","Cork University Hospital","Infectious Diseases",58
2018,"Jul","Cork University Hospital","Maxillo-Facial",14
2018,"Jul","Cork University Hospital","Nephrology",103
2018,"Jul","Cork University Hospital","Neurology",1234
2018,"Jul","Cork University Hospital","Neurosurgery",1688
2018,"Jul","Cork University Hospital","Oncology",37
2018,"Jul","Cork University Hospital","Ophthalmology",6978
2018,"Jul","Cork University Hospital","Orthopaedics",107
2018,"Jul","Cork University Hospital","Otolaryngology (ENT)",148
2018,"Jul","Cork University Hospital","Paed Cardiology",159
2018,"Jul","Cork University Hospital","Paed Endocrinology",127
2018,"Jul","Cork University Hospital","Paediatric Neurology",284
2018,"Jul","Cork University Hospital","Paediatric Respiratory Medicine",100
2018,"Jul","Cork University Hospital","Paediatrics",955
2018,"Jul","Cork University Hospital","Plastic Surgery",1753
2018,"Jul","Cork University Hospital","Respiratory Medicine",542
2018,"Jul","Cork University Hospital","Rheumatology",1130
2018,"Jul","Cork University Hospital","Urology",1135
2018,"Jul","Cork University Hospital","Vascular Surgery",596
2018,"Jul","Cork University Maternity Hospital ","Gynaecology",3827
2018,"Jul","Cork University Maternity Hospital ","Other",2
2018,"Jul","Croom Orthopaedic Hospital","Orthopaedics",6314
2018,"Jul","Croom Orthopaedic Hospital","Rheumatology",238
2018,"Jul","Ennis Hospital","Cardiology",572
2018,"Jul","Ennis Hospital","Endocrinology",15
2018,"Jul","Ennis Hospital","General Medicine",74
2018,"Jul","Ennis Hospital","Gynaecology",391
2018,"Jul","Ennis Hospital","Paediatrics",64
2018,"Jul","Ennis Hospital","Plastic Surgery",53
2018,"Jul","Ennis Hospital","Rheumatology",226
2018,"Jul","Ennis Hospital","Small Volume Specialities",1
2018,"Jul","Galway University Hospital","Anaesthetics",1218
2018,"Jul","Galway University Hospital","Cardio-Thoracic Surgery",23
2018,"Jul","Galway University Hospital","Cardiology",1563
2018,"Jul","Galway University Hospital","Clinical Immunology",570
2018,"Jul","Galway University Hospital","Clinical Pharmacology",40
2018,"Jul","Galway University Hospital","Dermatology",2536
2018,"Jul","Galway University Hospital","Endocrinology",124
2018,"Jul","Galway University Hospital","Gastro-Enterology",445
2018,"Jul","Galway University Hospital","General Medicine",1654
2018,"Jul","Galway University Hospital","General Surgery",2022
2018,"Jul","Galway University Hospital","Geriatric Medicine",63
2018,"Jul","Galway University Hospital","Gynaecology",1773
2018,"Jul","Galway University Hospital","Haematology",391
2018,"Jul","Galway University Hospital","Infectious Diseases",18
2018,"Jul","Galway University Hospital","Nephrology",573
2018,"Jul","Galway University Hospital","Neurology",2733
2018,"Jul","Galway University Hospital","Oncology",27
2018,"Jul","Galway University Hospital","Ophthalmology",1416
2018,"Jul","Galway University Hospital","Oral Surgery",2381
2018,"Jul","Galway University Hospital","Orthopaedics",5600
2018,"Jul","Galway University Hospital","Otolaryngology (ENT)",2933
2018,"Jul","Galway University Hospital","Paediatrics",1285
2018,"Jul","Galway University Hospital","Pathology",93
2018,"Jul","Galway University Hospital","Plastic Surgery",1942
2018,"Jul","Galway University Hospital","Respiratory Medicine",1110
2018,"Jul","Galway University Hospital","Rheumatology",1407
2018,"Jul","Galway University Hospital","Urology",3473
2018,"Jul","Galway University Hospital","Vascular Surgery",1669
2018,"Jul","Kerry General Hospital","Cardiology",713
2018,"Jul","Kerry General Hospital","Dermatology",801
2018,"Jul","Kerry General Hospital","Diabetes Mellitus",81
2018,"Jul","Kerry General Hospital","Endocrinology",68
2018,"Jul","Kerry General Hospital","Gastro-Enterology",87
2018,"Jul","Kerry General Hospital","General Medicine",283
2018,"Jul","Kerry General Hospital","General Surgery",1287
2018,"Jul","Kerry General Hospital","Geriatric Medicine",57
2018,"Jul","Kerry General Hospital","Gynaecology",648
2018,"Jul","Kerry General Hospital","Nephrology",2
2018,"Jul","Kerry General Hospital","Neurology",430
2018,"Jul","Kerry General Hospital","Orthopaedics",2529
2018,"Jul","Kerry General Hospital","Otolaryngology (ENT)",1662
2018,"Jul","Kerry General Hospital","Paediatrics",336
2018,"Jul","Kerry General Hospital","Plastic Surgery",205
2018,"Jul","Kerry General Hospital","Rehabilitation Medicine",1
2018,"Jul","Kerry General Hospital","Rheumatology",541
2018,"Jul","Letterkenny General Hospital","Anaesthetics",75
2018,"Jul","Letterkenny General Hospital","Cardiology",1423
2018,"Jul","Letterkenny General Hospital","Dermatology",599
2018,"Jul","Letterkenny General Hospital","General Medicine",963
2018,"Jul","Letterkenny General Hospital","General Surgery",1457
2018,"Jul","Letterkenny General Hospital","Geriatric Medicine",116
2018,"Jul","Letterkenny General Hospital","Gynaecology",1575
2018,"Jul","Letterkenny General Hospital","Haematology",132
2018,"Jul","Letterkenny General Hospital","Maxillo-Facial",663
2018,"Jul","Letterkenny General Hospital","Nephrology",176
2018,"Jul","Letterkenny General Hospital","Neurology",464
2018,"Jul","Letterkenny General Hospital","Oncology",15
2018,"Jul","Letterkenny General Hospital","Orthopaedics",2460
2018,"Jul","Letterkenny General Hospital","Otolaryngology (ENT)",3121
2018,"Jul","Letterkenny General Hospital","Paediatrics",507
2018,"Jul","Letterkenny General Hospital","Respiratory Medicine",607
2018,"Jul","Letterkenny General Hospital","Urology",759
2018,"Jul","Louth County Hospital","Endocrinology",334
2018,"Jul","Louth County Hospital","General Surgery",262
2018,"Jul","Louth County Hospital","Gynaecology",225
2018,"Jul","Louth County Hospital","Ophthalmology",275
2018,"Jul","Louth County Hospital","Orthopaedics",152
2018,"Jul","Louth County Hospital","Paediatrics",109
2018,"Jul","Louth County Hospital","Urology",161
2018,"Jul","Louth County Hospital","Vascular Surgery",213
2018,"Jul","Mallow General Hospital","General Medicine",759
2018,"Jul","Mallow General Hospital","General Surgery",836
2018,"Jul","Mallow General Hospital","Geriatric Medicine",87
2018,"Jul","Mallow General Hospital","Otolaryngology (ENT)",546
2018,"Jul","Mallow General Hospital","Respiratory Medicine",633
2018,"Jul","Mater Misericordiae University Hospital","Cardio-Thoracic Surgery",106
2018,"Jul","Mater Misericordiae University Hospital","Cardiology",1506
2018,"Jul","Mater Misericordiae University Hospital","Clinical (Medical) Genetics",197
2018,"Jul","Mater Misericordiae University Hospital","Clinical Neurophysiology",2
2018,"Jul","Mater Misericordiae University Hospital","Dermatology",3593
2018,"Jul","Mater Misericordiae University Hospital","Endocrinology",880
2018,"Jul","Mater Misericordiae University Hospital","Gastro-Enterology",1119
2018,"Jul","Mater Misericordiae University Hospital","General Medicine",12
2018,"Jul","Mater Misericordiae University Hospital","General Surgery",2891
2018,"Jul","Mater Misericordiae University Hospital","Geriatric Medicine",178
2018,"Jul","Mater Misericordiae University Hospital","Gynaecology",264
2018,"Jul","Mater Misericordiae University Hospital","Haematology",873
2018,"Jul","Mater Misericordiae University Hospital","Infectious Diseases",126
2018,"Jul","Mater Misericordiae University Hospital","Metabolic Medicine",85
2018,"Jul","Mater Misericordiae University Hospital","Nephrology",183
2018,"Jul","Mater Misericordiae University Hospital","Neurology",3177
2018,"Jul","Mater Misericordiae University Hospital","Oncology",28
2018,"Jul","Mater Misericordiae University Hospital","Ophthalmology",8027
2018,"Jul","Mater Misericordiae University Hospital","Orthopaedics",3303
2018,"Jul","Mater Misericordiae University Hospital","Otolaryngology (ENT)",3110
2018,"Jul","Mater Misericordiae University Hospital","Pain Relief",873
2018,"Jul","Mater Misericordiae University Hospital","Plastic Surgery",2028
2018,"Jul","Mater Misericordiae University Hospital","Psychiatry",134
2018,"Jul","Mater Misericordiae University Hospital","Radiology",21
2018,"Jul","Mater Misericordiae University Hospital","Respiratory Medicine",809
2018,"Jul","Mater Misericordiae University Hospital","Rheumatology",1367
2018,"Jul","Mater Misericordiae University Hospital","Urology",2308
2018,"Jul","Mater Misericordiae University Hospital","Vascular Surgery",824
2018,"Jul","Mayo General Hospital","Dermatology",778
2018,"Jul","Mayo General Hospital","Endocrinology",8
2018,"Jul","Mayo General Hospital","General Medicine",2453
2018,"Jul","Mayo General Hospital","General Surgery",1075
2018,"Jul","Mayo General Hospital","Geriatric Medicine",18
2018,"Jul","Mayo General Hospital","Gynaecology",271
2018,"Jul","Mayo General Hospital","Haematology",5
2018,"Jul","Mayo General Hospital","Nephrology",158
2018,"Jul","Mayo General Hospital","Obstetrics",10
2018,"Jul","Mayo General Hospital","Oncology",5
2018,"Jul","Mayo General Hospital","Orthopaedics",884
2018,"Jul","Mayo General Hospital","Otolaryngology (ENT)",2214
2018,"Jul","Mayo General Hospital","Paediatrics",488
2018,"Jul","Mayo General Hospital","Urology",345
2018,"Jul","Mercy University Hospital","Cardiology",469
2018,"Jul","Mercy University Hospital","Gastro-Enterology",549
2018,"Jul","Mercy University Hospital","Gastro-Intestinal Surgery",155
2018,"Jul","Mercy University Hospital","General Medicine",123
2018,"Jul","Mercy University Hospital","General Surgery",185
2018,"Jul","Mercy University Hospital","Geriatric Medicine",31
2018,"Jul","Mercy University Hospital","Haematology",78
2018,"Jul","Mercy University Hospital","Hepato-Biliary Surgery",91
2018,"Jul","Mercy University Hospital","Infectious Diseases",5
2018,"Jul","Mercy University Hospital","Nephrology",4
2018,"Jul","Mercy University Hospital","Neurology",126
2018,"Jul","Mercy University Hospital","Ophthalmology",19
2018,"Jul","Mercy University Hospital","Paediatric Neurology",107
2018,"Jul","Mercy University Hospital","Paediatrics",165
2018,"Jul","Mercy University Hospital","Pain Relief",670
2018,"Jul","Mercy University Hospital","Psychiatry",13
2018,"Jul","Mercy University Hospital","Respiratory Medicine",732
2018,"Jul","Mercy University Hospital","Urology",990
2018,"Jul","Mercy University Hospital","Vascular Surgery",537
2018,"Jul","Midland Regional Hospital Mullingar","Dermatology",1694
2018,"Jul","Midland Regional Hospital Mullingar","General Medicine",2069
2018,"Jul","Midland Regional Hospital Mullingar","General Surgery",1213
2018,"Jul","Midland Regional Hospital Mullingar","Gynaecology",1368
2018,"Jul","Midland Regional Hospital Mullingar","Haematology",201
2018,"Jul","Midland Regional Hospital Mullingar","Neurology",106
2018,"Jul","Midland Regional Hospital Mullingar","Ophthalmology",335
2018,"Jul","Midland Regional Hospital Mullingar","Orthopaedics",62
2018,"Jul","Midland Regional Hospital Mullingar","Paediatrics",593
2018,"Jul","Midland Regional Hospital Portlaoise","Cardiology",390
2018,"Jul","Midland Regional Hospital Portlaoise","Developmental Paediatrics",47
2018,"Jul","Midland Regional Hospital Portlaoise","Diabetes Mellitus",186
2018,"Jul","Midland Regional Hospital Portlaoise","Endocrinology",191
2018,"Jul","Midland Regional Hospital Portlaoise","General Medicine",22
2018,"Jul","Midland Regional Hospital Portlaoise","General Surgery",1536
2018,"Jul","Midland Regional Hospital Portlaoise","Gynaecology",1078
2018,"Jul","Midland Regional Hospital Portlaoise","Haematology",117
2018,"Jul","Midland Regional Hospital Portlaoise","Ophthalmology",433
2018,"Jul","Midland Regional Hospital Portlaoise","Orthopaedics",4
2018,"Jul","Midland Regional Hospital Portlaoise","Paed Endocrinology",3
2018,"Jul","Midland Regional Hospital Portlaoise","Paediatric Respiratory Medicine",33
2018,"Jul","Midland Regional Hospital Portlaoise","Paediatrics",394
2018,"Jul","Midland Regional Hospital Portlaoise","Pain Relief",21
2018,"Jul","Midland Regional Hospital Portlaoise","Urology",743
2018,"Jul","Midland Regional Hospital Tullamore","General Medicine",1367
2018,"Jul","Midland Regional Hospital Tullamore","General Surgery",348
2018,"Jul","Midland Regional Hospital Tullamore","Gynaecology",106
2018,"Jul","Midland Regional Hospital Tullamore","Haematology",260
2018,"Jul","Midland Regional Hospital Tullamore","Nephrology",267
2018,"Jul","Midland Regional Hospital Tullamore","Oncology",12
2018,"Jul","Midland Regional Hospital Tullamore","Ophthalmology",1084
2018,"Jul","Midland Regional Hospital Tullamore","Orthopaedics",2954
2018,"Jul","Midland Regional Hospital Tullamore","Otolaryngology (ENT)",6442
2018,"Jul","Midland Regional Hospital Tullamore","Paediatrics",123
2018,"Jul","Midland Regional Hospital Tullamore","Rheumatology",1130
2018,"Jul","Midland Regional Hospital Tullamore","Vascular Surgery",239
2018,"Jul","Naas General Hospital","Anaesthetics",146
2018,"Jul","Naas General Hospital","Cardiology",1299
2018,"Jul","Naas General Hospital","Dermatology",1522
2018,"Jul","Naas General Hospital","General Medicine",1868
2018,"Jul","Naas General Hospital","General Surgery",623
2018,"Jul","Naas General Hospital","Geriatric Medicine",4
2018,"Jul","Naas General Hospital","Haematology",83
2018,"Jul","Naas General Hospital","Oncology",1
2018,"Jul","Naas General Hospital","Orthopaedics",2035
2018,"Jul","Naas General Hospital","Rheumatology",333
2018,"Jul","Naas General Hospital","Urology",22
2018,"Jul","Nenagh Hospital","Cardiology",253
2018,"Jul","Nenagh Hospital","Endocrinology",19
2018,"Jul","Nenagh Hospital","General Medicine",22
2018,"Jul","Nenagh Hospital","Gynaecology",149
2018,"Jul","Nenagh Hospital","Maxillo-Facial",30
2018,"Jul","Nenagh Hospital","Paediatrics",21
2018,"Jul","Nenagh Hospital","Rheumatology",226
2018,"Jul","Nenagh Hospital","Urology",1
2018,"Jul","Nenagh Hospital","Vascular Surgery",11
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","Cardiology",760
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","Dermatology",2815
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","Endocrinology",264
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","Gastro-Enterology",356
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","General Medicine",80
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","General Surgery",404
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","Gynaecology",830
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","Haematology",337
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","Nephrology",49
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","Oncology",12
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","Ophthalmology",410
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","Orthopaedics",154
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","Otolaryngology (ENT)",2656
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","Paediatrics",992
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","Respiratory Medicine",787
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","Urology",1104
2018,"Jul","Our Lady's Children's Hospital Crumlin","Cardio-Thoracic Surgery",26
2018,"Jul","Our Lady's Children's Hospital Crumlin","Clinical (Medical) Genetics",1434
2018,"Jul","Our Lady's Children's Hospital Crumlin","Dental Surgery",198
2018,"Jul","Our Lady's Children's Hospital Crumlin","Dermatology",2163
2018,"Jul","Our Lady's Children's Hospital Crumlin","Diabetes Mellitus",4
2018,"Jul","Our Lady's Children's Hospital Crumlin","General Medicine",432
2018,"Jul","Our Lady's Children's Hospital Crumlin","General Surgery",564
2018,"Jul","Our Lady's Children's Hospital Crumlin","Immunology",5
2018,"Jul","Our Lady's Children's Hospital Crumlin","Infectious Diseases",101
2018,"Jul","Our Lady's Children's Hospital Crumlin","Neonatology",5
2018,"Jul","Our Lady's Children's Hospital Crumlin","Neurology",334
2018,"Jul","Our Lady's Children's Hospital Crumlin","Ophthalmology",2021
2018,"Jul","Our Lady's Children's Hospital Crumlin","Orthopaedics",1851
2018,"Jul","Our Lady's Children's Hospital Crumlin","Otolaryngology (ENT)",825
2018,"Jul","Our Lady's Children's Hospital Crumlin","Paed Cardiology",3435
2018,"Jul","Our Lady's Children's Hospital Crumlin","Paed Endocrinology",297
2018,"Jul","Our Lady's Children's Hospital Crumlin","Paed Gastro-Enterol",671
2018,"Jul","Our Lady's Children's Hospital Crumlin","Paed Haematology",177
2018,"Jul","Our Lady's Children's Hospital Crumlin","Paed Nephrology",230
2018,"Jul","Our Lady's Children's Hospital Crumlin","Paediatrics",2286
