"Year","Hospital","Month","TotalPatients"
2017,"Our Lady of Lourdes Hospital Drogheda","Mar",12506
2017,"Our Lady of Lourdes Hospital Drogheda","Apr",13061
2017,"Our Lady of Lourdes Hospital Drogheda","May",13476
2017,"Our Lady of Lourdes Hospital Drogheda","Jun",13851
2017,"Our Lady of Lourdes Hospital Drogheda","Jul",14281
2017,"Our Lady of Lourdes Hospital Drogheda","Aug",14381
2017,"Our Lady of Lourdes Hospital Drogheda","Sep",13561
2017,"Our Lady of Lourdes Hospital Drogheda","Oct",13331
2017,"Our Lady of Lourdes Hospital Drogheda","Nov",12935
2017,"Our Lady of Lourdes Hospital Drogheda","Dec",12737
2017,"Our Lady's Children's Hospital Crumlin","Jan",13850
2017,"Our Lady's Children's Hospital Crumlin","Feb",13956
2017,"Our Lady's Children's Hospital Crumlin","Mar",15390
2017,"Our Lady's Children's Hospital Crumlin","Apr",15770
2017,"Our Lady's Children's Hospital Crumlin","May",16502
2017,"Our Lady's Children's Hospital Crumlin","Jun",16905
2017,"Our Lady's Children's Hospital Crumlin","Jul",17364
2017,"Our Lady's Children's Hospital Crumlin","Aug",17540
2017,"Our Lady's Children's Hospital Crumlin","Sep",17582
2017,"Our Lady's Children's Hospital Crumlin","Oct",17534
2017,"Our Lady's Children's Hospital Crumlin","Nov",17746
2017,"Our Lady's Children's Hospital Crumlin","Dec",17826
2017,"Our Lady's Hospital Navan","Jan",5244
2017,"Our Lady's Hospital Navan","Feb",5296
2017,"Our Lady's Hospital Navan","Mar",5386
2017,"Our Lady's Hospital Navan","Apr",5547
2017,"Our Lady's Hospital Navan","May",5627
2017,"Our Lady's Hospital Navan","Jun",5685
2017,"Our Lady's Hospital Navan","Jul",5900
2017,"Our Lady's Hospital Navan","Aug",6042
2017,"Our Lady's Hospital Navan","Sep",6132
2017,"Our Lady's Hospital Navan","Oct",6021
2017,"Our Lady's Hospital Navan","Nov",5632
2017,"Our Lady's Hospital Navan","Dec",5585
2017,"Portiuncula Hospital","Jan",3217
2017,"Portiuncula Hospital","Feb",3256
2017,"Portiuncula Hospital","Mar",3336
2017,"Portiuncula Hospital","Apr",3511
2017,"Portiuncula Hospital","May",3631
2017,"Portiuncula Hospital","Jun",3672
2017,"Portiuncula Hospital","Jul",3617
2017,"Portiuncula Hospital","Aug",3634
2017,"Portiuncula Hospital","Sep",3672
2017,"Portiuncula Hospital","Oct",3655
2017,"Portiuncula Hospital","Nov",3689
2017,"Portiuncula Hospital","Dec",3688
2017,"Roscommon Hospital","Jan",2581
2017,"Roscommon Hospital","Feb",2552
2017,"Roscommon Hospital","Mar",2753
2017,"Roscommon Hospital","Apr",2733
2017,"Roscommon Hospital","May",2804
2017,"Roscommon Hospital","Jun",2887
2017,"Roscommon Hospital","Jul",2961
2017,"Roscommon Hospital","Aug",3081
2017,"Roscommon Hospital","Sep",2950
2017,"Roscommon Hospital","Oct",2902
2017,"Roscommon Hospital","Nov",2912
2017,"Roscommon Hospital","Dec",2883
2017,"Rotunda Hospital","Jan",2427
2017,"Rotunda Hospital","Feb",2573
2017,"Rotunda Hospital","Mar",2693
2017,"Rotunda Hospital","Apr",2703
2017,"Rotunda Hospital","May",2837
2017,"Rotunda Hospital","Jun",2945
2017,"Rotunda Hospital","Jul",3225
2017,"Rotunda Hospital","Aug",3312
2017,"Rotunda Hospital","Sep",3294
2017,"Rotunda Hospital","Oct",3312
2017,"Rotunda Hospital","Nov",3394
2017,"Rotunda Hospital","Dec",3971
2017,"Royal Victoria Eye and Ear Hospital","Jan",9437
2017,"Royal Victoria Eye and Ear Hospital","Feb",9582
2017,"Royal Victoria Eye and Ear Hospital","Mar",9999
2017,"Royal Victoria Eye and Ear Hospital","Apr",10219
2017,"Royal Victoria Eye and Ear Hospital","May",10687
2017,"Royal Victoria Eye and Ear Hospital","Jun",10996
2017,"Royal Victoria Eye and Ear Hospital","Jul",11130
2017,"Royal Victoria Eye and Ear Hospital","Aug",11358
2017,"Royal Victoria Eye and Ear Hospital","Sep",11530
2017,"Royal Victoria Eye and Ear Hospital","Oct",11700
2017,"Royal Victoria Eye and Ear Hospital","Nov",11885
2017,"Royal Victoria Eye and Ear Hospital","Dec",12097
2017,"Sligo Regional Hospital","Jan",10590
2017,"Sligo Regional Hospital","Feb",10918
2017,"Sligo Regional Hospital","Mar",11049
2017,"Sligo Regional Hospital","Apr",11190
2017,"Sligo Regional Hospital","May",11456
2017,"Sligo Regional Hospital","Jun",11765
2017,"Sligo Regional Hospital","Jul",11652
2017,"Sligo Regional Hospital","Aug",11833
2017,"Sligo Regional Hospital","Sep",12055
2017,"Sligo Regional Hospital","Oct",12435
2017,"Sligo Regional Hospital","Nov",12353
2017,"Sligo Regional Hospital","Dec",12409
2017,"South Infirmary Victoria University Hospital","Jan",19989
2017,"South Infirmary Victoria University Hospital","Feb",20553
2017,"South Infirmary Victoria University Hospital","Mar",21072
2017,"South Infirmary Victoria University Hospital","Apr",21552
2017,"South Infirmary Victoria University Hospital","May",20788
2017,"South Infirmary Victoria University Hospital","Jun",21355
2017,"South Infirmary Victoria University Hospital","Jul",22067
2017,"South Infirmary Victoria University Hospital","Aug",21439
2017,"South Infirmary Victoria University Hospital","Sep",21910
2017,"South Infirmary Victoria University Hospital","Oct",21840
2017,"South Infirmary Victoria University Hospital","Nov",21911
2017,"South Infirmary Victoria University Hospital","Dec",22056
2017,"South Tipperary General Hospital","Jan",3416
2017,"South Tipperary General Hospital","Feb",3254
2017,"South Tipperary General Hospital","Mar",3264
2017,"South Tipperary General Hospital","Apr",3202
2017,"South Tipperary General Hospital","May",3076
2017,"South Tipperary General Hospital","Jun",3122
2017,"South Tipperary General Hospital","Jul",3133
2017,"South Tipperary General Hospital","Aug",3245
2017,"South Tipperary General Hospital","Sep",3180
2017,"South Tipperary General Hospital","Oct",3251
2017,"South Tipperary General Hospital","Nov",3305
2017,"South Tipperary General Hospital","Dec",3418
2017,"St. Columcille's Hospital","Jan",2761
2017,"St. Columcille's Hospital","Feb",2780
2017,"St. Columcille's Hospital","Mar",2856
2017,"St. Columcille's Hospital","Apr",2898
2017,"St. Columcille's Hospital","May",2855
2017,"St. Columcille's Hospital","Jun",3028
2017,"St. Columcille's Hospital","Jul",2688
2017,"St. Columcille's Hospital","Aug",3060
2017,"St. Columcille's Hospital","Sep",3060
2017,"St. Columcille's Hospital","Oct",3048
2017,"St. Columcille's Hospital","Nov",3008
2017,"St. Columcille's Hospital","Dec",2972
2017,"St. James's Hospital","Jan",15334
2017,"St. James's Hospital","Feb",15463
2017,"St. James's Hospital","Mar",15410
2017,"St. James's Hospital","Apr",15632
2017,"St. James's Hospital","May",15883
2017,"St. James's Hospital","Jun",16531
2017,"St. James's Hospital","Jul",16759
2017,"St. James's Hospital","Aug",16611
2017,"St. James's Hospital","Sep",16676
2017,"St. James's Hospital","Oct",16853
2017,"St. James's Hospital","Nov",16886
2017,"St. James's Hospital","Dec",16829
2017,"St. John's Hospital Limerick","Jan",1508
2017,"St. John's Hospital Limerick","Feb",1534
2017,"St. John's Hospital Limerick","Mar",1896
2017,"St. John's Hospital Limerick","Apr",1559
2017,"St. John's Hospital Limerick","May",1500
2017,"St. John's Hospital Limerick","Jun",1428
2017,"St. John's Hospital Limerick","Jul",1228
2017,"St. John's Hospital Limerick","Aug",1242
2017,"St. John's Hospital Limerick","Sep",1212
2017,"St. John's Hospital Limerick","Oct",1136
2017,"St. John's Hospital Limerick","Nov",1098
2017,"St. John's Hospital Limerick","Dec",1079
2017,"St. Luke's General Hospital Kilkenny","Jan",3236
2017,"St. Luke's General Hospital Kilkenny","Feb",3242
2017,"St. Luke's General Hospital Kilkenny","Mar",3229
2017,"St. Luke's General Hospital Kilkenny","Apr",3205
2017,"St. Luke's General Hospital Kilkenny","May",3221
2017,"St. Luke's General Hospital Kilkenny","Jun",3153
2017,"St. Luke's General Hospital Kilkenny","Jul",3488
2017,"St. Luke's General Hospital Kilkenny","Aug",3313
2017,"St. Luke's General Hospital Kilkenny","Sep",3155
2017,"St. Luke's General Hospital Kilkenny","Oct",3128
2017,"St. Luke's General Hospital Kilkenny","Nov",3045
2017,"St. Luke's General Hospital Kilkenny","Dec",2954
2017,"St. Michael's Hospital Dun Laoghaire","Jan",2740
2017,"St. Michael's Hospital Dun Laoghaire","Feb",2719
2017,"St. Michael's Hospital Dun Laoghaire","Mar",2607
2017,"St. Michael's Hospital Dun Laoghaire","Apr",2656
2017,"St. Michael's Hospital Dun Laoghaire","May",2527
2017,"St. Michael's Hospital Dun Laoghaire","Jun",2506
2017,"St. Michael's Hospital Dun Laoghaire","Jul",2532
2017,"St. Michael's Hospital Dun Laoghaire","Aug",2613
2017,"St. Michael's Hospital Dun Laoghaire","Sep",2530
2017,"St. Michael's Hospital Dun Laoghaire","Oct",2559
2017,"St. Michael's Hospital Dun Laoghaire","Nov",2551
2017,"St. Michael's Hospital Dun Laoghaire","Dec",2570
2017,"St. Vincent's University Hospital","Jan",17526
2017,"St. Vincent's University Hospital","Feb",17931
2017,"St. Vincent's University Hospital","Mar",18080
2017,"St. Vincent's University Hospital","Apr",18516
2017,"St. Vincent's University Hospital","May",18674
2017,"St. Vincent's University Hospital","Jun",19123
2017,"St. Vincent's University Hospital","Jul",19467
2017,"St. Vincent's University Hospital","Aug",19280
2017,"St. Vincent's University Hospital","Sep",18703
2017,"St. Vincent's University Hospital","Oct",17809
2017,"St. Vincent's University Hospital","Nov",18363
2017,"St. Vincent's University Hospital","Dec",18731
2017,"Tallaght Children's Hospital","Jan",6192
2017,"Tallaght Children's Hospital","Feb",6377
2017,"Tallaght Children's Hospital","Mar",6746
2017,"Tallaght Children's Hospital","Apr",7005
2017,"Tallaght Children's Hospital","May",7028
2017,"Tallaght Children's Hospital","Jun",7323
2017,"Tallaght Children's Hospital","Jul",7444
2017,"Tallaght Children's Hospital","Aug",7508
2017,"Tallaght Children's Hospital","Sep",7165
2017,"Tallaght Children's Hospital","Oct",7239
2017,"Tallaght Children's Hospital","Nov",7241
2017,"Tallaght Children's Hospital","Dec",7279
2017,"Tallaght Hospital","Jan",23190
2017,"Tallaght Hospital","Feb",23913
2017,"Tallaght Hospital","Mar",24314
2017,"Tallaght Hospital","Apr",25174
2017,"Tallaght Hospital","May",25755
2017,"Tallaght Hospital","Jun",26298
2017,"Tallaght Hospital","Jul",26983
2017,"Tallaght Hospital","Aug",27181
2017,"Tallaght Hospital","Sep",27306
2017,"Tallaght Hospital","Oct",26318
2017,"Tallaght Hospital","Nov",26629
2017,"Tallaght Hospital","Dec",26808
2017,"University Hospital Limerick","Jan",26095
2017,"University Hospital Limerick","Feb",25864
2017,"University Hospital Limerick","Mar",26094
2017,"University Hospital Limerick","Apr",26600
2017,"University Hospital Limerick","May",27622
2017,"University Hospital Limerick","Jun",28314
2017,"University Hospital Limerick","Jul",28402
2017,"University Hospital Limerick","Aug",28764
2017,"University Hospital Limerick","Sep",28799
2017,"University Hospital Limerick","Oct",29495
2017,"University Hospital Limerick","Nov",30129
2017,"University Hospital Limerick","Dec",30513
2017,"University Hospital Waterford","Jan",31758
2017,"University Hospital Waterford","Feb",33005
2017,"University Hospital Waterford","Mar",34070
2017,"University Hospital Waterford","Apr",33696
2017,"University Hospital Waterford","May",34393
2017,"University Hospital Waterford","Jun",34878
2017,"University Hospital Waterford","Jul",36367
2017,"University Hospital Waterford","Aug",36331
2017,"University Hospital Waterford","Sep",35686
2017,"University Hospital Waterford","Oct",35390
2017,"University Hospital Waterford","Nov",35840
2017,"University Hospital Waterford","Dec",36237
2017,"Wexford General Hospital","Jan",2873
2017,"Wexford General Hospital","Feb",2863
2017,"Wexford General Hospital","Mar",2893
2017,"Wexford General Hospital","Apr",2903
2017,"Wexford General Hospital","May",2889
2017,"Wexford General Hospital","Jun",2871
2017,"Wexford General Hospital","Jul",2837
2017,"Wexford General Hospital","Aug",2680
2017,"Wexford General Hospital","Sep",2569
2017,"Wexford General Hospital","Oct",2412
2017,"Wexford General Hospital","Nov",2221
2017,"Wexford General Hospital","Dec",2163
2018,"Bantry General Hospital","Jan",1234
2018,"Bantry General Hospital","Feb",1223
2018,"Bantry General Hospital","Mar",1333
2018,"Bantry General Hospital","Apr",1287
2018,"Bantry General Hospital","May",1225
2018,"Bantry General Hospital","Jun",1297
2018,"Bantry General Hospital","Jul",1334
2018,"Bantry General Hospital","Aug",1348
2018,"Bantry General Hospital","Sep",1371
2018,"Bantry General Hospital","Oct",1304
2018,"Bantry General Hospital","Nov",1338
2018,"Bantry General Hospital","Dec",1375
2018,"Beaumont Hospital","Jan",26389
2018,"Beaumont Hospital","Feb",23652
2018,"Beaumont Hospital","Mar",23831
2018,"Beaumont Hospital","Apr",24477
2018,"Beaumont Hospital","May",25111
2018,"Beaumont Hospital","Jun",23895
2018,"Beaumont Hospital","Jul",24221
2018,"Beaumont Hospital","Aug",25149
2018,"Beaumont Hospital","Sep",25237
2018,"Beaumont Hospital","Oct",24887
2018,"Beaumont Hospital","Nov",23411
2018,"Beaumont Hospital","Dec",23272
2018,"Cappagh National Orthopaedic Hospital","Jan",1938
2018,"Cappagh National Orthopaedic Hospital","Feb",1958
2018,"Cappagh National Orthopaedic Hospital","Mar",1985
2018,"Cappagh National Orthopaedic Hospital","Apr",2041
2018,"Cappagh National Orthopaedic Hospital","May",2127
2018,"Cappagh National Orthopaedic Hospital","Jun",2149
2018,"Cappagh National Orthopaedic Hospital","Jul",2155
2018,"Cappagh National Orthopaedic Hospital","Aug",2184
2018,"Cappagh National Orthopaedic Hospital","Sep",2214
2018,"Cappagh National Orthopaedic Hospital","Oct",2204
2018,"Cappagh National Orthopaedic Hospital","Nov",2050
2018,"Cappagh National Orthopaedic Hospital","Dec",1945
2018,"Cavan General Hospital","Jan",8982
2018,"Cavan General Hospital","Feb",8557
2018,"Cavan General Hospital","Mar",8399
2018,"Cavan General Hospital","Apr",8171
2018,"Cavan General Hospital","May",7972
2018,"Cavan General Hospital","Jun",7421
2018,"Cavan General Hospital","Jul",7660
2018,"Cavan General Hospital","Aug",7757
2018,"Cavan General Hospital","Sep",7777
2018,"Cavan General Hospital","Oct",6875
2018,"Cavan General Hospital","Nov",7031
2018,"Cavan General Hospital","Dec",6900
2018,"Childrens University Hospital Temple Street","Jan",16455
2018,"Childrens University Hospital Temple Street","Feb",16742
2018,"Childrens University Hospital Temple Street","Mar",16766
2018,"Childrens University Hospital Temple Street","Apr",17030
2018,"Childrens University Hospital Temple Street","May",17247
2018,"Childrens University Hospital Temple Street","Jun",17432
2018,"Childrens University Hospital Temple Street","Jul",17670
2018,"Childrens University Hospital Temple Street","Aug",17817
2018,"Childrens University Hospital Temple Street","Sep",17748
2018,"Childrens University Hospital Temple Street","Oct",17931
2018,"Childrens University Hospital Temple Street","Nov",18115
2018,"Childrens University Hospital Temple Street","Dec",18158
2018,"Connolly Hospital","Jan",11541
2018,"Connolly Hospital","Feb",10487
2018,"Connolly Hospital","Mar",10675
2018,"Connolly Hospital","Apr",10710
2018,"Connolly Hospital","May",11076
2018,"Connolly Hospital","Jun",10369
2018,"Connolly Hospital","Jul",10372
2018,"Connolly Hospital","Aug",10324
2018,"Connolly Hospital","Sep",10176
2018,"Connolly Hospital","Oct",10203
2018,"Connolly Hospital","Nov",9423
2018,"Connolly Hospital","Dec",9456
2018,"Coombe Women and Infants University Hospital","Jan",2456
2018,"Coombe Women and Infants University Hospital","Feb",2651
2018,"Coombe Women and Infants University Hospital","Mar",2153
2018,"Coombe Women and Infants University Hospital","Apr",2167
2018,"Coombe Women and Infants University Hospital","May",2413
2018,"Coombe Women and Infants University Hospital","Jun",2467
2018,"Coombe Women and Infants University Hospital","Jul",2480
2018,"Coombe Women and Infants University Hospital","Aug",2549
2018,"Coombe Women and Infants University Hospital","Sep",2641
2018,"Coombe Women and Infants University Hospital","Oct",2285
2018,"Coombe Women and Infants University Hospital","Nov",2339
2018,"Coombe Women and Infants University Hospital","Dec",2372
2018,"Cork University Hospital","Jan",23368
2018,"Cork University Hospital","Feb",23433
2018,"Cork University Hospital","Mar",23442
2018,"Cork University Hospital","Apr",22625
2018,"Cork University Hospital","May",22785
2018,"Cork University Hospital","Jun",22416
2018,"Cork University Hospital","Jul",22548
2018,"Cork University Hospital","Aug",22997
2018,"Cork University Hospital","Sep",22557
2018,"Cork University Hospital","Oct",22648
2018,"Cork University Hospital","Nov",23489
2018,"Cork University Hospital","Dec",23621
2018,"Cork University Maternity Hospital ","Jan",3610
2018,"Cork University Maternity Hospital ","Feb",3688
2018,"Cork University Maternity Hospital ","Mar",3693
2018,"Cork University Maternity Hospital ","Apr",3629
2018,"Cork University Maternity Hospital ","May",3634
2018,"Cork University Maternity Hospital ","Jun",3755
2018,"Cork University Maternity Hospital ","Jul",3829
2018,"Cork University Maternity Hospital ","Aug",3606
2018,"Cork University Maternity Hospital ","Sep",3426
2018,"Cork University Maternity Hospital ","Oct",3297
2018,"Cork University Maternity Hospital ","Nov",3116
2018,"Cork University Maternity Hospital ","Dec",2759
2018,"Croom Orthopaedic Hospital","Jan",6952
2018,"Croom Orthopaedic Hospital","Feb",7151
2018,"Croom Orthopaedic Hospital","Mar",7275
2018,"Croom Orthopaedic Hospital","Apr",7055
2018,"Croom Orthopaedic Hospital","May",6952
2018,"Croom Orthopaedic Hospital","Jun",6585
2018,"Croom Orthopaedic Hospital","Jul",6552
2018,"Croom Orthopaedic Hospital","Aug",6631
2018,"Croom Orthopaedic Hospital","Sep",6458
2018,"Croom Orthopaedic Hospital","Oct",6583
2018,"Croom Orthopaedic Hospital","Nov",6609
2018,"Croom Orthopaedic Hospital","Dec",6708
2018,"Ennis Hospital","Jan",1477
2018,"Ennis Hospital","Feb",1513
2018,"Ennis Hospital","Mar",1506
2018,"Ennis Hospital","Apr",1534
2018,"Ennis Hospital","May",1562
2018,"Ennis Hospital","Jun",1552
2018,"Ennis Hospital","Jul",1396
2018,"Ennis Hospital","Aug",1411
2018,"Ennis Hospital","Sep",1439
2018,"Ennis Hospital","Oct",1490
2018,"Ennis Hospital","Nov",1553
2018,"Ennis Hospital","Dec",1531
2018,"Galway University Hospital","Jan",38417
2018,"Galway University Hospital","Feb",38206
2018,"Galway University Hospital","Mar",38295
2018,"Galway University Hospital","Apr",38460
2018,"Galway University Hospital","May",39048
2018,"Galway University Hospital","Jun",39104
2018,"Galway University Hospital","Jul",39082
2018,"Galway University Hospital","Aug",39883
2018,"Galway University Hospital","Sep",39603
2018,"Galway University Hospital","Oct",39530
2018,"Galway University Hospital","Nov",39675
2018,"Galway University Hospital","Dec",39353
2018,"Kerry General Hospital","Jan",9751
2018,"Kerry General Hospital","Feb",9931
2018,"Kerry General Hospital","Mar",9776
2018,"Kerry General Hospital","Apr",9719
2018,"Kerry General Hospital","May",9899
2018,"Kerry General Hospital","Jun",9923
2018,"Kerry General Hospital","Jul",9731
2018,"Kerry General Hospital","Aug",9934
2018,"Kerry General Hospital","Sep",9911
2018,"Kerry General Hospital","Oct",9984
2018,"Kerry General Hospital","Nov",10156
2018,"Kerry General Hospital","Dec",10139
2018,"Letterkenny General Hospital","Jan",14725
2018,"Letterkenny General Hospital","Feb",14982
2018,"Letterkenny General Hospital","Mar",15177
2018,"Letterkenny General Hospital","Apr",15289
2018,"Letterkenny General Hospital","May",15474
2018,"Letterkenny General Hospital","Jun",15196
2018,"Letterkenny General Hospital","Jul",15112
2018,"Letterkenny General Hospital","Aug",15326
2018,"Letterkenny General Hospital","Sep",15420
2018,"Letterkenny General Hospital","Oct",15542
2018,"Letterkenny General Hospital","Nov",15516
2018,"Letterkenny General Hospital","Dec",15475
2018,"Louth County Hospital","Jan",2251
2018,"Louth County Hospital","Feb",2135
2018,"Louth County Hospital","Mar",2334
2018,"Louth County Hospital","Apr",2172
2018,"Louth County Hospital","May",2236
2018,"Louth County Hospital","Jun",1806
2018,"Louth County Hospital","Jul",1731
2018,"Louth County Hospital","Aug",1800
2018,"Louth County Hospital","Sep",1792
2018,"Louth County Hospital","Oct",1656
2018,"Louth County Hospital","Nov",1573
2018,"Louth County Hospital","Dec",1591
2018,"Mallow General Hospital","Jan",2649
2018,"Mallow General Hospital","Feb",2753
2018,"Mallow General Hospital","Mar",2840
2018,"Mallow General Hospital","Apr",2912
2018,"Mallow General Hospital","May",2957
2018,"Mallow General Hospital","Jun",2928
2018,"Mallow General Hospital","Jul",2861
2018,"Mallow General Hospital","Aug",2958
2018,"Mallow General Hospital","Sep",2990
2018,"Mallow General Hospital","Oct",2862
2018,"Mallow General Hospital","Nov",2945
2018,"Mallow General Hospital","Dec",2978
2018,"Mater Misericordiae University Hospital","Jan",35065
2018,"Mater Misericordiae University Hospital","Feb",36252
2018,"Mater Misericordiae University Hospital","Mar",36443
2018,"Mater Misericordiae University Hospital","Apr",37559
2018,"Mater Misericordiae University Hospital","May",38641
2018,"Mater Misericordiae University Hospital","Jun",38879
2018,"Mater Misericordiae University Hospital","Jul",38024
2018,"Mater Misericordiae University Hospital","Aug",39260
2018,"Mater Misericordiae University Hospital","Sep",39291
2018,"Mater Misericordiae University Hospital","Oct",39238
2018,"Mater Misericordiae University Hospital","Nov",39461
2018,"Mater Misericordiae University Hospital","Dec",39840
2018,"Mayo General Hospital","Jan",8443
2018,"Mayo General Hospital","Feb",8299
2018,"Mayo General Hospital","Mar",8545
2018,"Mayo General Hospital","Apr",8850
2018,"Mayo General Hospital","May",8369
2018,"Mayo General Hospital","Jun",8677
2018,"Mayo General Hospital","Jul",8712
2018,"Mayo General Hospital","Aug",8244
2018,"Mayo General Hospital","Sep",8296
2018,"Mayo General Hospital","Oct",8722
2018,"Mayo General Hospital","Nov",8716
2018,"Mayo General Hospital","Dec",8656
2018,"Mercy University Hospital","Jan",5187
2018,"Mercy University Hospital","Feb",4999
2018,"Mercy University Hospital","Mar",5001
2018,"Mercy University Hospital","Apr",4879
2018,"Mercy University Hospital","May",4880
2018,"Mercy University Hospital","Jun",4945
2018,"Mercy University Hospital","Jul",5049
2018,"Mercy University Hospital","Aug",5062
2018,"Mercy University Hospital","Sep",5047
2018,"Mercy University Hospital","Oct",4994
2018,"Mercy University Hospital","Nov",4930
2018,"Mercy University Hospital","Dec",4994
2018,"Midland Regional Hospital Mullingar","Jan",7912
2018,"Midland Regional Hospital Mullingar","Feb",7911
2018,"Midland Regional Hospital Mullingar","Mar",8074
2018,"Midland Regional Hospital Mullingar","Apr",7479
2018,"Midland Regional Hospital Mullingar","May",7594
2018,"Midland Regional Hospital Mullingar","Jun",7711
2018,"Midland Regional Hospital Mullingar","Jul",7641
2018,"Midland Regional Hospital Mullingar","Aug",7738
2018,"Midland Regional Hospital Mullingar","Sep",7819
2018,"Midland Regional Hospital Mullingar","Oct",7770
2018,"Midland Regional Hospital Mullingar","Nov",7429
2018,"Midland Regional Hospital Mullingar","Dec",7548
2018,"Midland Regional Hospital Portlaoise","Jan",4385
2018,"Midland Regional Hospital Portlaoise","Feb",4845
2018,"Midland Regional Hospital Portlaoise","Mar",4485
2018,"Midland Regional Hospital Portlaoise","Apr",4631
2018,"Midland Regional Hospital Portlaoise","May",4766
2018,"Midland Regional Hospital Portlaoise","Jun",5078
2018,"Midland Regional Hospital Portlaoise","Jul",5198
2018,"Midland Regional Hospital Portlaoise","Aug",5290
2018,"Midland Regional Hospital Portlaoise","Sep",5505
2018,"Midland Regional Hospital Portlaoise","Oct",5729
2018,"Midland Regional Hospital Portlaoise","Nov",5732
2018,"Midland Regional Hospital Portlaoise","Dec",5776
2018,"Midland Regional Hospital Tullamore","Jan",15130
2018,"Midland Regional Hospital Tullamore","Feb",15238
2018,"Midland Regional Hospital Tullamore","Mar",15293
2018,"Midland Regional Hospital Tullamore","Apr",14450
2018,"Midland Regional Hospital Tullamore","May",14833
2018,"Midland Regional Hospital Tullamore","Jun",14896
2018,"Midland Regional Hospital Tullamore","Jul",14332
2018,"Midland Regional Hospital Tullamore","Aug",14397
2018,"Midland Regional Hospital Tullamore","Sep",14282
2018,"Midland Regional Hospital Tullamore","Oct",14526
2018,"Midland Regional Hospital Tullamore","Nov",14500
2018,"Midland Regional Hospital Tullamore","Dec",14900
2018,"Naas General Hospital","Jan",7490
2018,"Naas General Hospital","Feb",7605
2018,"Naas General Hospital","Mar",7636
2018,"Naas General Hospital","Apr",7699
2018,"Naas General Hospital","May",7644
2018,"Naas General Hospital","Jun",7913
2018,"Naas General Hospital","Jul",7936
2018,"Naas General Hospital","Aug",8104
2018,"Naas General Hospital","Sep",8131
2018,"Naas General Hospital","Oct",8239
2018,"Naas General Hospital","Nov",8099
2018,"Naas General Hospital","Dec",8135
2018,"Nenagh Hospital","Jan",860
2018,"Nenagh Hospital","Feb",820
2018,"Nenagh Hospital","Mar",811
2018,"Nenagh Hospital","Apr",818
2018,"Nenagh Hospital","May",811
2018,"Nenagh Hospital","Jun",779
2018,"Nenagh Hospital","Jul",732
2018,"Nenagh Hospital","Aug",686
2018,"Nenagh Hospital","Sep",754
2018,"Nenagh Hospital","Oct",705
2018,"Nenagh Hospital","Nov",732
2018,"Nenagh Hospital","Dec",753
2018,"Our Lady of Lourdes Hospital Drogheda","Jan",12771
2018,"Our Lady of Lourdes Hospital Drogheda","Feb",11415
2018,"Our Lady of Lourdes Hospital Drogheda","Mar",11734
2018,"Our Lady of Lourdes Hospital Drogheda","Apr",12128
2018,"Our Lady of Lourdes Hospital Drogheda","May",12719
2018,"Our Lady of Lourdes Hospital Drogheda","Jun",12811
2018,"Our Lady of Lourdes Hospital Drogheda","Jul",12010
2018,"Our Lady of Lourdes Hospital Drogheda","Aug",12289
2018,"Our Lady of Lourdes Hospital Drogheda","Sep",12638
2018,"Our Lady of Lourdes Hospital Drogheda","Oct",12735
2018,"Our Lady of Lourdes Hospital Drogheda","Nov",11452
2018,"Our Lady of Lourdes Hospital Drogheda","Dec",11474
2018,"Our Lady's Children's Hospital Crumlin","Jan",18078
2018,"Our Lady's Children's Hospital Crumlin","Feb",18278
2018,"Our Lady's Children's Hospital Crumlin","Mar",18530
2018,"Our Lady's Children's Hospital Crumlin","Apr",18886
2018,"Our Lady's Children's Hospital Crumlin","May",19499
2018,"Our Lady's Children's Hospital Crumlin","Jun",19891
2018,"Our Lady's Children's Hospital Crumlin","Jul",19995
2018,"Our Lady's Children's Hospital Crumlin","Aug",19213
2018,"Our Lady's Children's Hospital Crumlin","Sep",19214
2018,"Our Lady's Children's Hospital Crumlin","Oct",19348
2018,"Our Lady's Children's Hospital Crumlin","Nov",19530
2018,"Our Lady's Children's Hospital Crumlin","Dec",19701
2018,"Our Lady's Hospital Navan","Jan",5543
2018,"Our Lady's Hospital Navan","Feb",5613
2018,"Our Lady's Hospital Navan","Mar",5654
2018,"Our Lady's Hospital Navan","Apr",5840
2018,"Our Lady's Hospital Navan","May",5833
2018,"Our Lady's Hospital Navan","Jun",5958
2018,"Our Lady's Hospital Navan","Jul",5916
2018,"Our Lady's Hospital Navan","Aug",6024
2018,"Our Lady's Hospital Navan","Sep",6078
2018,"Our Lady's Hospital Navan","Oct",6214
2018,"Our Lady's Hospital Navan","Nov",6407
2018,"Our Lady's Hospital Navan","Dec",6470
2018,"Portiuncula Hospital","Jan",3776
2018,"Portiuncula Hospital","Feb",3485
2018,"Portiuncula Hospital","Mar",3506
2018,"Portiuncula Hospital","Apr",3574
2018,"Portiuncula Hospital","May",3646
2018,"Portiuncula Hospital","Jun",3722
2018,"Portiuncula Hospital","Jul",3741
2018,"Portiuncula Hospital","Aug",3756
2018,"Portiuncula Hospital","Sep",3685
2018,"Portiuncula Hospital","Oct",3665
2018,"Portiuncula Hospital","Nov",3785
2018,"Portiuncula Hospital","Dec",3767
2018,"Roscommon Hospital","Jan",2739
2018,"Roscommon Hospital","Feb",2786
2018,"Roscommon Hospital","Mar",2735
