"Year","Month","Hospital","Age.Categorisation","TotalPatients"
2018,"Mar","Mercy University Hospital","16-64",3315
2018,"Mar","Mercy University Hospital","65+",1099
2018,"Mar","Midland Regional Hospital Mullingar"," 0-15",1249
2018,"Mar","Midland Regional Hospital Mullingar","16-64",5339
2018,"Mar","Midland Regional Hospital Mullingar","65+",1486
2018,"Mar","Midland Regional Hospital Portlaoise"," 0-15",567
2018,"Mar","Midland Regional Hospital Portlaoise","16-64",2993
2018,"Mar","Midland Regional Hospital Portlaoise","65+",925
2018,"Mar","Midland Regional Hospital Tullamore"," 0-15",3606
2018,"Mar","Midland Regional Hospital Tullamore","16-64",8658
2018,"Mar","Midland Regional Hospital Tullamore","65+",3029
2018,"Mar","Naas General Hospital"," 0-15",11
2018,"Mar","Naas General Hospital","16-64",5763
2018,"Mar","Naas General Hospital","65+",1862
2018,"Mar","Nenagh Hospital"," 0-15",43
2018,"Mar","Nenagh Hospital","16-64",593
2018,"Mar","Nenagh Hospital","65+",175
2018,"Mar","Our Lady of Lourdes Hospital Drogheda"," 0-15",3002
2018,"Mar","Our Lady of Lourdes Hospital Drogheda","16-64",6627
2018,"Mar","Our Lady of Lourdes Hospital Drogheda","65+",2105
2018,"Mar","Our Lady's Children's Hospital Crumlin","NA",23
2018,"Mar","Our Lady's Children's Hospital Crumlin"," 0-15",17326
2018,"Mar","Our Lady's Children's Hospital Crumlin","16-64",1168
2018,"Mar","Our Lady's Children's Hospital Crumlin","65+",13
2018,"Mar","Our Lady's Hospital Navan"," 0-15",17
2018,"Mar","Our Lady's Hospital Navan","16-64",4250
2018,"Mar","Our Lady's Hospital Navan","65+",1387
2018,"Mar","Portiuncula Hospital"," 0-15",723
2018,"Mar","Portiuncula Hospital","16-64",2041
2018,"Mar","Portiuncula Hospital","65+",742
2018,"Mar","Roscommon Hospital"," 0-15",245
2018,"Mar","Roscommon Hospital","16-64",1584
2018,"Mar","Roscommon Hospital","65+",906
2018,"Mar","Rotunda Hospital"," 0-15",52
2018,"Mar","Rotunda Hospital","16-64",4944
2018,"Mar","Rotunda Hospital","65+",214
2018,"Mar","Royal Victoria Eye and Ear Hospital"," 0-15",1522
2018,"Mar","Royal Victoria Eye and Ear Hospital","16-64",6361
2018,"Mar","Royal Victoria Eye and Ear Hospital","65+",4614
2018,"Mar","Sligo Regional Hospital"," 0-15",1662
2018,"Mar","Sligo Regional Hospital","16-64",7326
2018,"Mar","Sligo Regional Hospital","65+",3475
2018,"Mar","South Infirmary Victoria University Hospital"," 0-15",3342
2018,"Mar","South Infirmary Victoria University Hospital","16-64",14804
2018,"Mar","South Infirmary Victoria University Hospital","65+",4438
2018,"Mar","South Tipperary General Hospital"," 0-15",418
2018,"Mar","South Tipperary General Hospital","16-64",2217
2018,"Mar","South Tipperary General Hospital","65+",983
2018,"Mar","St. Columcille's Hospital"," 0-15",7
2018,"Mar","St. Columcille's Hospital","16-64",2663
2018,"Mar","St. Columcille's Hospital","65+",487
2018,"Mar","St. James's Hospital"," 0-15",103
2018,"Mar","St. James's Hospital","16-64",13441
2018,"Mar","St. James's Hospital","65+",3907
2018,"Mar","St. John's Hospital Limerick"," 0-15",10
2018,"Mar","St. John's Hospital Limerick","16-64",804
2018,"Mar","St. John's Hospital Limerick","65+",254
2018,"Mar","St. Luke's General Hospital Kilkenny"," 0-15",291
2018,"Mar","St. Luke's General Hospital Kilkenny","16-64",1884
2018,"Mar","St. Luke's General Hospital Kilkenny","65+",665
2018,"Mar","St. Michael's Hospital Dun Laoghaire"," 0-15",317
2018,"Mar","St. Michael's Hospital Dun Laoghaire","16-64",1698
2018,"Mar","St. Michael's Hospital Dun Laoghaire","65+",557
2018,"Mar","St. Vincent's University Hospital"," 0-15",32
2018,"Mar","St. Vincent's University Hospital","16-64",14144
2018,"Mar","St. Vincent's University Hospital","65+",4551
2018,"Mar","Tallaght Children's Hospital"," 0-15",7178
2018,"Mar","Tallaght Children's Hospital","16-64",194
2018,"Mar","Tallaght Hospital"," 0-15",97
2018,"Mar","Tallaght Hospital","16-64",21241
2018,"Mar","Tallaght Hospital","65+",5364
2018,"Mar","University Hospital Limerick"," 0-15",3705
2018,"Mar","University Hospital Limerick","16-64",19388
2018,"Mar","University Hospital Limerick","65+",7722
2018,"Mar","University Hospital Waterford"," 0-15",4614
2018,"Mar","University Hospital Waterford","16-64",23123
2018,"Mar","University Hospital Waterford","65+",9231
2018,"Mar","Wexford General Hospital"," 0-15",341
2018,"Mar","Wexford General Hospital","16-64",1278
2018,"Mar","Wexford General Hospital","65+",521
2018,"Apr","Bantry General Hospital"," 0-15",36
2018,"Apr","Bantry General Hospital","16-64",827
2018,"Apr","Bantry General Hospital","65+",424
2018,"Apr","Beaumont Hospital","NA",4
2018,"Apr","Beaumont Hospital"," 0-15",508
2018,"Apr","Beaumont Hospital","16-64",18024
2018,"Apr","Beaumont Hospital","65+",5941
2018,"Apr","Cappagh National Orthopaedic Hospital"," 0-15",48
2018,"Apr","Cappagh National Orthopaedic Hospital","16-64",1376
2018,"Apr","Cappagh National Orthopaedic Hospital","65+",617
2018,"Apr","Cavan General Hospital"," 0-15",1121
2018,"Apr","Cavan General Hospital","16-64",5052
2018,"Apr","Cavan General Hospital","65+",1998
2018,"Apr","Childrens University Hospital Temple Street","NA",1
2018,"Apr","Childrens University Hospital Temple Street"," 0-15",16386
2018,"Apr","Childrens University Hospital Temple Street","16-64",642
2018,"Apr","Childrens University Hospital Temple Street","65+",1
2018,"Apr","Connolly Hospital"," 0-15",7
2018,"Apr","Connolly Hospital","16-64",8272
2018,"Apr","Connolly Hospital","65+",2431
2018,"Apr","Coombe Women and Infants University Hospital"," 0-15",2
2018,"Apr","Coombe Women and Infants University Hospital","16-64",1975
2018,"Apr","Coombe Women and Infants University Hospital","65+",190
2018,"Apr","Cork University Hospital"," 0-15",3365
2018,"Apr","Cork University Hospital","16-64",12952
2018,"Apr","Cork University Hospital","65+",6308
2018,"Apr","Cork University Maternity Hospital "," 0-15",13
2018,"Apr","Cork University Maternity Hospital ","16-64",3145
2018,"Apr","Cork University Maternity Hospital ","65+",471
2018,"Apr","Croom Orthopaedic Hospital"," 0-15",412
2018,"Apr","Croom Orthopaedic Hospital","16-64",4640
2018,"Apr","Croom Orthopaedic Hospital","65+",2003
2018,"Apr","Ennis Hospital"," 0-15",86
2018,"Apr","Ennis Hospital","16-64",1010
2018,"Apr","Ennis Hospital","65+",438
2018,"Apr","Galway University Hospital"," 0-15",4567
2018,"Apr","Galway University Hospital","16-64",25500
2018,"Apr","Galway University Hospital","65+",8393
2018,"Apr","Kerry General Hospital"," 0-15",1160
2018,"Apr","Kerry General Hospital","16-64",6344
2018,"Apr","Kerry General Hospital","65+",2215
2018,"Apr","Letterkenny General Hospital"," 0-15",2078
2018,"Apr","Letterkenny General Hospital","16-64",9513
2018,"Apr","Letterkenny General Hospital","65+",3698
2018,"Apr","Louth County Hospital"," 0-15",77
2018,"Apr","Louth County Hospital","16-64",1362
2018,"Apr","Louth County Hospital","65+",733
2018,"Apr","Mallow General Hospital"," 0-15",196
2018,"Apr","Mallow General Hospital","16-64",1994
2018,"Apr","Mallow General Hospital","65+",722
2018,"Apr","Mater Misericordiae University Hospital"," 0-15",66
2018,"Apr","Mater Misericordiae University Hospital","16-64",25808
2018,"Apr","Mater Misericordiae University Hospital","65+",11685
2018,"Apr","Mayo General Hospital"," 0-15",1598
2018,"Apr","Mayo General Hospital","16-64",5036
2018,"Apr","Mayo General Hospital","65+",2216
2018,"Apr","Mercy University Hospital"," 0-15",564
2018,"Apr","Mercy University Hospital","16-64",3232
2018,"Apr","Mercy University Hospital","65+",1083
2018,"Apr","Midland Regional Hospital Mullingar"," 0-15",1142
2018,"Apr","Midland Regional Hospital Mullingar","16-64",4942
2018,"Apr","Midland Regional Hospital Mullingar","65+",1395
2018,"Apr","Midland Regional Hospital Portlaoise"," 0-15",560
2018,"Apr","Midland Regional Hospital Portlaoise","16-64",3106
2018,"Apr","Midland Regional Hospital Portlaoise","65+",965
2018,"Apr","Midland Regional Hospital Tullamore"," 0-15",3354
2018,"Apr","Midland Regional Hospital Tullamore","16-64",8160
2018,"Apr","Midland Regional Hospital Tullamore","65+",2936
2018,"Apr","Naas General Hospital"," 0-15",10
2018,"Apr","Naas General Hospital","16-64",5844
2018,"Apr","Naas General Hospital","65+",1845
2018,"Apr","Nenagh Hospital"," 0-15",48
2018,"Apr","Nenagh Hospital","16-64",582
2018,"Apr","Nenagh Hospital","65+",188
2018,"Apr","Our Lady of Lourdes Hospital Drogheda"," 0-15",3091
2018,"Apr","Our Lady of Lourdes Hospital Drogheda","16-64",6886
2018,"Apr","Our Lady of Lourdes Hospital Drogheda","65+",2151
2018,"Apr","Our Lady's Children's Hospital Crumlin","NA",23
2018,"Apr","Our Lady's Children's Hospital Crumlin"," 0-15",17673
2018,"Apr","Our Lady's Children's Hospital Crumlin","16-64",1180
2018,"Apr","Our Lady's Children's Hospital Crumlin","65+",10
2018,"Apr","Our Lady's Hospital Navan"," 0-15",23
2018,"Apr","Our Lady's Hospital Navan","16-64",4396
2018,"Apr","Our Lady's Hospital Navan","65+",1421
2018,"Apr","Portiuncula Hospital"," 0-15",731
2018,"Apr","Portiuncula Hospital","16-64",2089
2018,"Apr","Portiuncula Hospital","65+",754
2018,"Apr","Roscommon Hospital"," 0-15",279
2018,"Apr","Roscommon Hospital","16-64",1584
2018,"Apr","Roscommon Hospital","65+",940
2018,"Apr","Rotunda Hospital"," 0-15",55
2018,"Apr","Rotunda Hospital","16-64",5141
2018,"Apr","Rotunda Hospital","65+",225
2018,"Apr","Royal Victoria Eye and Ear Hospital"," 0-15",1504
2018,"Apr","Royal Victoria Eye and Ear Hospital","16-64",6419
2018,"Apr","Royal Victoria Eye and Ear Hospital","65+",4664
2018,"Apr","Sligo Regional Hospital"," 0-15",1679
2018,"Apr","Sligo Regional Hospital","16-64",7191
2018,"Apr","Sligo Regional Hospital","65+",3474
2018,"Apr","South Infirmary Victoria University Hospital"," 0-15",3397
2018,"Apr","South Infirmary Victoria University Hospital","16-64",14953
2018,"Apr","South Infirmary Victoria University Hospital","65+",4504
2018,"Apr","South Tipperary General Hospital"," 0-15",411
2018,"Apr","South Tipperary General Hospital","16-64",2214
2018,"Apr","South Tipperary General Hospital","65+",1027
2018,"Apr","St. Columcille's Hospital"," 0-15",7
2018,"Apr","St. Columcille's Hospital","16-64",2653
2018,"Apr","St. Columcille's Hospital","65+",501
2018,"Apr","St. James's Hospital"," 0-15",120
2018,"Apr","St. James's Hospital","16-64",13774
2018,"Apr","St. James's Hospital","65+",4067
2018,"Apr","St. John's Hospital Limerick"," 0-15",9
2018,"Apr","St. John's Hospital Limerick","16-64",853
2018,"Apr","St. John's Hospital Limerick","65+",304
2018,"Apr","St. Luke's General Hospital Kilkenny"," 0-15",298
2018,"Apr","St. Luke's General Hospital Kilkenny","16-64",1921
2018,"Apr","St. Luke's General Hospital Kilkenny","65+",697
2018,"Apr","St. Michael's Hospital Dun Laoghaire"," 0-15",301
2018,"Apr","St. Michael's Hospital Dun Laoghaire","16-64",1694
2018,"Apr","St. Michael's Hospital Dun Laoghaire","65+",560
2018,"Apr","St. Vincent's University Hospital"," 0-15",36
2018,"Apr","St. Vincent's University Hospital","16-64",14522
2018,"Apr","St. Vincent's University Hospital","65+",4669
2018,"Apr","Tallaght Children's Hospital"," 0-15",7200
2018,"Apr","Tallaght Children's Hospital","16-64",200
2018,"Apr","Tallaght Hospital"," 0-15",114
2018,"Apr","Tallaght Hospital","16-64",21509
2018,"Apr","Tallaght Hospital","65+",5563
2018,"Apr","University Hospital Limerick"," 0-15",3758
2018,"Apr","University Hospital Limerick","16-64",19547
2018,"Apr","University Hospital Limerick","65+",7730
2018,"Apr","University Hospital Waterford"," 0-15",4645
2018,"Apr","University Hospital Waterford","16-64",23063
2018,"Apr","University Hospital Waterford","65+",9323
2018,"Apr","Wexford General Hospital"," 0-15",325
2018,"Apr","Wexford General Hospital","16-64",1288
2018,"Apr","Wexford General Hospital","65+",524
2018,"May","Bantry General Hospital"," 0-15",33
2018,"May","Bantry General Hospital","16-64",747
2018,"May","Bantry General Hospital","65+",445
2018,"May","Beaumont Hospital","NA",4
2018,"May","Beaumont Hospital"," 0-15",531
2018,"May","Beaumont Hospital","16-64",18421
2018,"May","Beaumont Hospital","65+",6155
2018,"May","Cappagh National Orthopaedic Hospital"," 0-15",61
2018,"May","Cappagh National Orthopaedic Hospital","16-64",1439
2018,"May","Cappagh National Orthopaedic Hospital","65+",627
2018,"May","Cavan General Hospital"," 0-15",1175
2018,"May","Cavan General Hospital","16-64",4897
2018,"May","Cavan General Hospital","65+",1900
2018,"May","Childrens University Hospital Temple Street","NA",1
2018,"May","Childrens University Hospital Temple Street"," 0-15",16579
2018,"May","Childrens University Hospital Temple Street","16-64",665
2018,"May","Childrens University Hospital Temple Street","65+",2
2018,"May","Connolly Hospital"," 0-15",4
2018,"May","Connolly Hospital","16-64",8543
2018,"May","Connolly Hospital","65+",2529
2018,"May","Coombe Women and Infants University Hospital","16-64",2202
2018,"May","Coombe Women and Infants University Hospital","65+",211
2018,"May","Cork University Hospital"," 0-15",3368
2018,"May","Cork University Hospital","16-64",12999
2018,"May","Cork University Hospital","65+",6418
2018,"May","Cork University Maternity Hospital "," 0-15",16
2018,"May","Cork University Maternity Hospital ","16-64",3154
2018,"May","Cork University Maternity Hospital ","65+",464
2018,"May","Croom Orthopaedic Hospital"," 0-15",398
2018,"May","Croom Orthopaedic Hospital","16-64",4534
2018,"May","Croom Orthopaedic Hospital","65+",2020
2018,"May","Ennis Hospital"," 0-15",91
2018,"May","Ennis Hospital","16-64",1042
2018,"May","Ennis Hospital","65+",429
2018,"May","Galway University Hospital"," 0-15",4583
2018,"May","Galway University Hospital","16-64",25887
2018,"May","Galway University Hospital","65+",8578
2018,"May","Kerry General Hospital"," 0-15",1206
2018,"May","Kerry General Hospital","16-64",6449
2018,"May","Kerry General Hospital","65+",2244
2018,"May","Letterkenny General Hospital"," 0-15",2053
2018,"May","Letterkenny General Hospital","16-64",9590
2018,"May","Letterkenny General Hospital","65+",3831
2018,"May","Louth County Hospital"," 0-15",88
2018,"May","Louth County Hospital","16-64",1385
2018,"May","Louth County Hospital","65+",763
2018,"May","Mallow General Hospital"," 0-15",208
2018,"May","Mallow General Hospital","16-64",2024
2018,"May","Mallow General Hospital","65+",725
2018,"May","Mater Misericordiae University Hospital"," 0-15",67
2018,"May","Mater Misericordiae University Hospital","16-64",26562
2018,"May","Mater Misericordiae University Hospital","65+",12012
2018,"May","Mayo General Hospital"," 0-15",1466
2018,"May","Mayo General Hospital","16-64",4776
2018,"May","Mayo General Hospital","65+",2127
2018,"May","Mercy University Hospital"," 0-15",554
2018,"May","Mercy University Hospital","16-64",3241
2018,"May","Mercy University Hospital","65+",1085
2018,"May","Midland Regional Hospital Mullingar"," 0-15",1159
2018,"May","Midland Regional Hospital Mullingar","16-64",5013
2018,"May","Midland Regional Hospital Mullingar","65+",1422
2018,"May","Midland Regional Hospital Portlaoise"," 0-15",587
2018,"May","Midland Regional Hospital Portlaoise","16-64",3209
2018,"May","Midland Regional Hospital Portlaoise","65+",970
2018,"May","Midland Regional Hospital Tullamore"," 0-15",3415
2018,"May","Midland Regional Hospital Tullamore","16-64",8372
2018,"May","Midland Regional Hospital Tullamore","65+",3046
2018,"May","Naas General Hospital"," 0-15",11
2018,"May","Naas General Hospital","16-64",5726
2018,"May","Naas General Hospital","65+",1907
2018,"May","Nenagh Hospital"," 0-15",47
2018,"May","Nenagh Hospital","16-64",571
2018,"May","Nenagh Hospital","65+",193
2018,"May","Our Lady of Lourdes Hospital Drogheda"," 0-15",3220
2018,"May","Our Lady of Lourdes Hospital Drogheda","16-64",7232
2018,"May","Our Lady of Lourdes Hospital Drogheda","65+",2267
2018,"May","Our Lady's Children's Hospital Crumlin","NA",19
2018,"May","Our Lady's Children's Hospital Crumlin"," 0-15",18265
2018,"May","Our Lady's Children's Hospital Crumlin","16-64",1204
2018,"May","Our Lady's Children's Hospital Crumlin","65+",11
2018,"May","Our Lady's Hospital Navan"," 0-15",18
2018,"May","Our Lady's Hospital Navan","16-64",4335
2018,"May","Our Lady's Hospital Navan","65+",1480
2018,"May","Portiuncula Hospital"," 0-15",763
2018,"May","Portiuncula Hospital","16-64",2124
2018,"May","Portiuncula Hospital","65+",759
2018,"May","Roscommon Hospital"," 0-15",260
2018,"May","Roscommon Hospital","16-64",1669
2018,"May","Roscommon Hospital","65+",919
2018,"May","Rotunda Hospital"," 0-15",29
2018,"May","Rotunda Hospital","16-64",3395
2018,"May","Rotunda Hospital","65+",223
2018,"May","Royal Victoria Eye and Ear Hospital"," 0-15",1442
2018,"May","Royal Victoria Eye and Ear Hospital","16-64",6542
2018,"May","Royal Victoria Eye and Ear Hospital","65+",4790
2018,"May","Sligo Regional Hospital"," 0-15",1700
2018,"May","Sligo Regional Hospital","16-64",7335
2018,"May","Sligo Regional Hospital","65+",3640
2018,"May","South Infirmary Victoria University Hospital"," 0-15",3422
2018,"May","South Infirmary Victoria University Hospital","16-64",15039
2018,"May","South Infirmary Victoria University Hospital","65+",4482
2018,"May","South Tipperary General Hospital"," 0-15",400
2018,"May","South Tipperary General Hospital","16-64",2297
2018,"May","South Tipperary General Hospital","65+",1085
2018,"May","St. Columcille's Hospital"," 0-15",12
2018,"May","St. Columcille's Hospital","16-64",2673
2018,"May","St. Columcille's Hospital","65+",515
2018,"May","St. James's Hospital"," 0-15",117
2018,"May","St. James's Hospital","16-64",14308
2018,"May","St. James's Hospital","65+",4174
2018,"May","St. John's Hospital Limerick"," 0-15",8
2018,"May","St. John's Hospital Limerick","16-64",1102
2018,"May","St. John's Hospital Limerick","65+",478
2018,"May","St. Luke's General Hospital Kilkenny"," 0-15",320
2018,"May","St. Luke's General Hospital Kilkenny","16-64",2043
2018,"May","St. Luke's General Hospital Kilkenny","65+",725
2018,"May","St. Michael's Hospital Dun Laoghaire"," 0-15",277
2018,"May","St. Michael's Hospital Dun Laoghaire","16-64",1594
2018,"May","St. Michael's Hospital Dun Laoghaire","65+",550
2018,"May","St. Vincent's University Hospital"," 0-15",42
2018,"May","St. Vincent's University Hospital","16-64",14815
2018,"May","St. Vincent's University Hospital","65+",4892
2018,"May","Tallaght Children's Hospital"," 0-15",7075
2018,"May","Tallaght Children's Hospital","16-64",208
2018,"May","Tallaght Hospital"," 0-15",93
2018,"May","Tallaght Hospital","16-64",21268
2018,"May","Tallaght Hospital","65+",5655
2018,"May","University Hospital Limerick"," 0-15",3743
2018,"May","University Hospital Limerick","16-64",19383
2018,"May","University Hospital Limerick","65+",7991
2018,"May","University Hospital Waterford"," 0-15",4318
2018,"May","University Hospital Waterford","16-64",22374
2018,"May","University Hospital Waterford","65+",9335
2018,"May","Wexford General Hospital"," 0-15",337
2018,"May","Wexford General Hospital","16-64",1293
2018,"May","Wexford General Hospital","65+",564
2018,"Jun","Bantry General Hospital"," 0-15",28
2018,"Jun","Bantry General Hospital","16-64",794
2018,"Jun","Bantry General Hospital","65+",475
2018,"Jun","Beaumont Hospital","NA",3
2018,"Jun","Beaumont Hospital"," 0-15",482
2018,"Jun","Beaumont Hospital","16-64",17427
2018,"Jun","Beaumont Hospital","65+",5983
2018,"Jun","Cappagh National Orthopaedic Hospital"," 0-15",71
2018,"Jun","Cappagh National Orthopaedic Hospital","16-64",1452
2018,"Jun","Cappagh National Orthopaedic Hospital","65+",626
2018,"Jun","Cavan General Hospital"," 0-15",1038
2018,"Jun","Cavan General Hospital","16-64",4555
2018,"Jun","Cavan General Hospital","65+",1828
2018,"Jun","Childrens University Hospital Temple Street","NA",2
2018,"Jun","Childrens University Hospital Temple Street"," 0-15",16742
2018,"Jun","Childrens University Hospital Temple Street","16-64",686
2018,"Jun","Childrens University Hospital Temple Street","65+",2
2018,"Jun","Connolly Hospital"," 0-15",4
2018,"Jun","Connolly Hospital","16-64",7904
2018,"Jun","Connolly Hospital","65+",2461
2018,"Jun","Coombe Women and Infants University Hospital","16-64",2247
2018,"Jun","Coombe Women and Infants University Hospital","65+",220
2018,"Jun","Cork University Hospital"," 0-15",3276
2018,"Jun","Cork University Hospital","16-64",12702
2018,"Jun","Cork University Hospital","65+",6438
2018,"Jun","Cork University Maternity Hospital "," 0-15",18
2018,"Jun","Cork University Maternity Hospital ","16-64",3278
2018,"Jun","Cork University Maternity Hospital ","65+",459
2018,"Jun","Croom Orthopaedic Hospital"," 0-15",384
2018,"Jun","Croom Orthopaedic Hospital","16-64",4250
2018,"Jun","Croom Orthopaedic Hospital","65+",1951
2018,"Jun","Ennis Hospital"," 0-15",81
2018,"Jun","Ennis Hospital","16-64",1043
2018,"Jun","Ennis Hospital","65+",428
2018,"Jun","Galway University Hospital"," 0-15",4550
2018,"Jun","Galway University Hospital","16-64",25943
2018,"Jun","Galway University Hospital","65+",8611
2018,"Jun","Kerry General Hospital"," 0-15",1182
2018,"Jun","Kerry General Hospital","16-64",6470
2018,"Jun","Kerry General Hospital","65+",2271
2018,"Jun","Letterkenny General Hospital"," 0-15",2015
2018,"Jun","Letterkenny General Hospital","16-64",9415
2018,"Jun","Letterkenny General Hospital","65+",3766
2018,"Jun","Louth County Hospital"," 0-15",102
2018,"Jun","Louth County Hospital","16-64",1071
2018,"Jun","Louth County Hospital","65+",633
2018,"Jun","Mallow General Hospital"," 0-15",190
2018,"Jun","Mallow General Hospital","16-64",2023
2018,"Jun","Mallow General Hospital","65+",715
2018,"Jun","Mater Misericordiae University Hospital"," 0-15",71
2018,"Jun","Mater Misericordiae University Hospital","16-64",26906
2018,"Jun","Mater Misericordiae University Hospital","65+",11902
2018,"Jun","Mayo General Hospital"," 0-15",1527
2018,"Jun","Mayo General Hospital","16-64",4902
2018,"Jun","Mayo General Hospital","65+",2248
2018,"Jun","Mercy University Hospital"," 0-15",554
2018,"Jun","Mercy University Hospital","16-64",3288
2018,"Jun","Mercy University Hospital","65+",1103
2018,"Jun","Midland Regional Hospital Mullingar"," 0-15",1174
2018,"Jun","Midland Regional Hospital Mullingar","16-64",5077
2018,"Jun","Midland Regional Hospital Mullingar","65+",1460
2018,"Jun","Midland Regional Hospital Portlaoise"," 0-15",655
2018,"Jun","Midland Regional Hospital Portlaoise","16-64",3392
2018,"Jun","Midland Regional Hospital Portlaoise","65+",1031
2018,"Jun","Midland Regional Hospital Tullamore"," 0-15",3462
2018,"Jun","Midland Regional Hospital Tullamore","16-64",8358
2018,"Jun","Midland Regional Hospital Tullamore","65+",3076
2018,"Jun","Naas General Hospital"," 0-15",9
2018,"Jun","Naas General Hospital","16-64",5894
2018,"Jun","Naas General Hospital","65+",2010
2018,"Jun","Nenagh Hospital"," 0-15",31
2018,"Jun","Nenagh Hospital","16-64",571
2018,"Jun","Nenagh Hospital","65+",177
2018,"Jun","Our Lady of Lourdes Hospital Drogheda"," 0-15",3237
2018,"Jun","Our Lady of Lourdes Hospital Drogheda","16-64",7345
2018,"Jun","Our Lady of Lourdes Hospital Drogheda","65+",2229
2018,"Jun","Our Lady's Children's Hospital Crumlin","NA",17
2018,"Jun","Our Lady's Children's Hospital Crumlin"," 0-15",18650
2018,"Jun","Our Lady's Children's Hospital Crumlin","16-64",1211
2018,"Jun","Our Lady's Children's Hospital Crumlin","65+",13
2018,"Jun","Our Lady's Hospital Navan"," 0-15",13
2018,"Jun","Our Lady's Hospital Navan","16-64",4408
2018,"Jun","Our Lady's Hospital Navan","65+",1537
2018,"Jun","Portiuncula Hospital"," 0-15",770
2018,"Jun","Portiuncula Hospital","16-64",2148
2018,"Jun","Portiuncula Hospital","65+",804
2018,"Jun","Roscommon Hospital"," 0-15",266
2018,"Jun","Roscommon Hospital","16-64",1599
2018,"Jun","Roscommon Hospital","65+",905
2018,"Jun","Rotunda Hospital"," 0-15",31
2018,"Jun","Rotunda Hospital","16-64",3529
2018,"Jun","Rotunda Hospital","65+",220
2018,"Jun","Royal Victoria Eye and Ear Hospital"," 0-15",1503
2018,"Jun","Royal Victoria Eye and Ear Hospital","16-64",6642
2018,"Jun","Royal Victoria Eye and Ear Hospital","65+",4857
2018,"Jun","Sligo Regional Hospital"," 0-15",1646
2018,"Jun","Sligo Regional Hospital","16-64",7318
2018,"Jun","Sligo Regional Hospital","65+",3624
2018,"Jun","South Infirmary Victoria University Hospital"," 0-15",3173
2018,"Jun","South Infirmary Victoria University Hospital","16-64",14298
2018,"Jun","South Infirmary Victoria University Hospital","65+",4428
2018,"Jun","South Tipperary General Hospital"," 0-15",390
2018,"Jun","South Tipperary General Hospital","16-64",2323
2018,"Jun","South Tipperary General Hospital","65+",1089
2018,"Jun","St. Columcille's Hospital"," 0-15",9
2018,"Jun","St. Columcille's Hospital","16-64",2775
2018,"Jun","St. Columcille's Hospital","65+",515
2018,"Jun","St. James's Hospital"," 0-15",124
2018,"Jun","St. James's Hospital","16-64",14496
2018,"Jun","St. James's Hospital","65+",4298
2018,"Jun","St. John's Hospital Limerick"," 0-15",7
2018,"Jun","St. John's Hospital Limerick","16-64",811
2018,"Jun","St. John's Hospital Limerick","65+",282
2018,"Jun","St. Luke's General Hospital Kilkenny"," 0-15",310
2018,"Jun","St. Luke's General Hospital Kilkenny","16-64",2129
2018,"Jun","St. Luke's General Hospital Kilkenny","65+",791
2018,"Jun","St. Michael's Hospital Dun Laoghaire"," 0-15",294
2018,"Jun","St. Michael's Hospital Dun Laoghaire","16-64",1663
2018,"Jun","St. Michael's Hospital Dun Laoghaire","65+",585
2018,"Jun","St. Vincent's University Hospital"," 0-15",39
2018,"Jun","St. Vincent's University Hospital","16-64",15108
2018,"Jun","St. Vincent's University Hospital","65+",5087
2018,"Jun","Tallaght Children's Hospital"," 0-15",7175
2018,"Jun","Tallaght Children's Hospital","16-64",216
2018,"Jun","Tallaght Hospital"," 0-15",83
2018,"Jun","Tallaght Hospital","16-64",21746
2018,"Jun","Tallaght Hospital","65+",5761
2018,"Jun","University Hospital Limerick"," 0-15",3717
2018,"Jun","University Hospital Limerick","16-64",19243
2018,"Jun","University Hospital Limerick","65+",7947
2018,"Jun","University Hospital Waterford"," 0-15",4278
2018,"Jun","University Hospital Waterford","16-64",22878
2018,"Jun","University Hospital Waterford","65+",9434
2018,"Jun","Wexford General Hospital"," 0-15",345
2018,"Jun","Wexford General Hospital","16-64",1301
2018,"Jun","Wexford General Hospital","65+",572
2018,"Jul","Bantry General Hospital"," 0-15",42
2018,"Jul","Bantry General Hospital","16-64",819
2018,"Jul","Bantry General Hospital","65+",473
2018,"Jul","Beaumont Hospital","NA",2
2018,"Jul","Beaumont Hospital"," 0-15",486
2018,"Jul","Beaumont Hospital","16-64",17646
2018,"Jul","Beaumont Hospital","65+",6087
2018,"Jul","Cappagh National Orthopaedic Hospital"," 0-15",76
2018,"Jul","Cappagh National Orthopaedic Hospital","16-64",1447
2018,"Jul","Cappagh National Orthopaedic Hospital","65+",632
2018,"Jul","Cavan General Hospital"," 0-15",1013
2018,"Jul","Cavan General Hospital","16-64",4726
2018,"Jul","Cavan General Hospital","65+",1921
2018,"Jul","Childrens University Hospital Temple Street","NA",2
2018,"Jul","Childrens University Hospital Temple Street"," 0-15",16968
2018,"Jul","Childrens University Hospital Temple Street","16-64",698
2018,"Jul","Childrens University Hospital Temple Street","65+",2
2018,"Jul","Connolly Hospital"," 0-15",6
2018,"Jul","Connolly Hospital","16-64",7869
2018,"Jul","Connolly Hospital","65+",2497
2018,"Jul","Coombe Women and Infants University Hospital","16-64",2259
2018,"Jul","Coombe Women and Infants University Hospital","65+",221
2018,"Jul","Cork University Hospital"," 0-15",3279
2018,"Jul","Cork University Hospital","16-64",12694
2018,"Jul","Cork University Hospital","65+",6575
