"Year","Month","Hospital","Time.Bands","TotalPatients"
2018,"Jun","Letterkenny General Hospital","12-15 Months",1217
2018,"Jun","Letterkenny General Hospital","15-18 Months",786
2018,"Jun","Letterkenny General Hospital","18+ Months",2298
2018,"Jun","Louth County Hospital"," 0-3 Months",927
2018,"Jun","Louth County Hospital"," 3-6 Months",392
2018,"Jun","Louth County Hospital"," 6-9 Months",259
2018,"Jun","Louth County Hospital"," 9-12 Months",115
2018,"Jun","Louth County Hospital","12-15 Months",81
2018,"Jun","Louth County Hospital","15-18 Months",28
2018,"Jun","Louth County Hospital","18+ Months",4
2018,"Jun","Mallow General Hospital"," 0-3 Months",997
2018,"Jun","Mallow General Hospital"," 3-6 Months",627
2018,"Jun","Mallow General Hospital"," 6-9 Months",378
2018,"Jun","Mallow General Hospital"," 9-12 Months",377
2018,"Jun","Mallow General Hospital","12-15 Months",195
2018,"Jun","Mallow General Hospital","15-18 Months",126
2018,"Jun","Mallow General Hospital","18+ Months",228
2018,"Jun","Mater Misericordiae University Hospital"," 0-3 Months",11668
2018,"Jun","Mater Misericordiae University Hospital"," 3-6 Months",6607
2018,"Jun","Mater Misericordiae University Hospital"," 6-9 Months",4429
2018,"Jun","Mater Misericordiae University Hospital"," 9-12 Months",3844
2018,"Jun","Mater Misericordiae University Hospital","12-15 Months",3001
2018,"Jun","Mater Misericordiae University Hospital","15-18 Months",2542
2018,"Jun","Mater Misericordiae University Hospital","18+ Months",6788
2018,"Jun","Mayo General Hospital"," 0-3 Months",3058
2018,"Jun","Mayo General Hospital"," 3-6 Months",1171
2018,"Jun","Mayo General Hospital"," 6-9 Months",743
2018,"Jun","Mayo General Hospital"," 9-12 Months",695
2018,"Jun","Mayo General Hospital","12-15 Months",551
2018,"Jun","Mayo General Hospital","15-18 Months",415
2018,"Jun","Mayo General Hospital","18+ Months",2044
2018,"Jun","Mercy University Hospital"," 0-3 Months",2049
2018,"Jun","Mercy University Hospital"," 3-6 Months",856
2018,"Jun","Mercy University Hospital"," 6-9 Months",697
2018,"Jun","Mercy University Hospital"," 9-12 Months",410
2018,"Jun","Mercy University Hospital","12-15 Months",306
2018,"Jun","Mercy University Hospital","15-18 Months",250
2018,"Jun","Mercy University Hospital","18+ Months",377
2018,"Jun","Midland Regional Hospital Mullingar"," 0-3 Months",2472
2018,"Jun","Midland Regional Hospital Mullingar"," 3-6 Months",1530
2018,"Jun","Midland Regional Hospital Mullingar"," 6-9 Months",1234
2018,"Jun","Midland Regional Hospital Mullingar"," 9-12 Months",711
2018,"Jun","Midland Regional Hospital Mullingar","12-15 Months",608
2018,"Jun","Midland Regional Hospital Mullingar","15-18 Months",249
2018,"Jun","Midland Regional Hospital Mullingar","18+ Months",907
2018,"Jun","Midland Regional Hospital Portlaoise"," 0-3 Months",1922
2018,"Jun","Midland Regional Hospital Portlaoise"," 3-6 Months",1156
2018,"Jun","Midland Regional Hospital Portlaoise"," 6-9 Months",843
2018,"Jun","Midland Regional Hospital Portlaoise"," 9-12 Months",609
2018,"Jun","Midland Regional Hospital Portlaoise","12-15 Months",307
2018,"Jun","Midland Regional Hospital Portlaoise","15-18 Months",158
2018,"Jun","Midland Regional Hospital Portlaoise","18+ Months",83
2018,"Jun","Midland Regional Hospital Tullamore"," 0-3 Months",3634
2018,"Jun","Midland Regional Hospital Tullamore"," 3-6 Months",2378
2018,"Jun","Midland Regional Hospital Tullamore"," 6-9 Months",1848
2018,"Jun","Midland Regional Hospital Tullamore"," 9-12 Months",1516
2018,"Jun","Midland Regional Hospital Tullamore","12-15 Months",1383
2018,"Jun","Midland Regional Hospital Tullamore","15-18 Months",1128
2018,"Jun","Midland Regional Hospital Tullamore","18+ Months",3009
2018,"Jun","Naas General Hospital"," 0-3 Months",2495
2018,"Jun","Naas General Hospital"," 3-6 Months",1175
2018,"Jun","Naas General Hospital"," 6-9 Months",948
2018,"Jun","Naas General Hospital"," 9-12 Months",768
2018,"Jun","Naas General Hospital","12-15 Months",700
2018,"Jun","Naas General Hospital","15-18 Months",489
2018,"Jun","Naas General Hospital","18+ Months",1338
2018,"Jun","Nenagh Hospital"," 0-3 Months",281
2018,"Jun","Nenagh Hospital"," 3-6 Months",117
2018,"Jun","Nenagh Hospital"," 6-9 Months",138
2018,"Jun","Nenagh Hospital"," 9-12 Months",87
2018,"Jun","Nenagh Hospital","12-15 Months",49
2018,"Jun","Nenagh Hospital","15-18 Months",48
2018,"Jun","Nenagh Hospital","18+ Months",59
2018,"Jun","Our Lady of Lourdes Hospital Drogheda"," 0-3 Months",4402
2018,"Jun","Our Lady of Lourdes Hospital Drogheda"," 3-6 Months",2820
2018,"Jun","Our Lady of Lourdes Hospital Drogheda"," 6-9 Months",2243
2018,"Jun","Our Lady of Lourdes Hospital Drogheda"," 9-12 Months",1140
2018,"Jun","Our Lady of Lourdes Hospital Drogheda","12-15 Months",716
2018,"Jun","Our Lady of Lourdes Hospital Drogheda","15-18 Months",488
2018,"Jun","Our Lady of Lourdes Hospital Drogheda","18+ Months",1002
2018,"Jun","Our Lady's Children's Hospital Crumlin"," 0-3 Months",5650
2018,"Jun","Our Lady's Children's Hospital Crumlin"," 3-6 Months",3042
2018,"Jun","Our Lady's Children's Hospital Crumlin"," 6-9 Months",2027
2018,"Jun","Our Lady's Children's Hospital Crumlin"," 9-12 Months",1515
2018,"Jun","Our Lady's Children's Hospital Crumlin","12-15 Months",1370
2018,"Jun","Our Lady's Children's Hospital Crumlin","15-18 Months",1190
2018,"Jun","Our Lady's Children's Hospital Crumlin","18+ Months",5097
2018,"Jun","Our Lady's Hospital Navan"," 0-3 Months",1727
2018,"Jun","Our Lady's Hospital Navan"," 3-6 Months",1102
2018,"Jun","Our Lady's Hospital Navan"," 6-9 Months",916
2018,"Jun","Our Lady's Hospital Navan"," 9-12 Months",737
2018,"Jun","Our Lady's Hospital Navan","12-15 Months",723
2018,"Jun","Our Lady's Hospital Navan","15-18 Months",389
2018,"Jun","Our Lady's Hospital Navan","18+ Months",364
2018,"Jun","Portiuncula Hospital"," 0-3 Months",1680
2018,"Jun","Portiuncula Hospital"," 3-6 Months",710
2018,"Jun","Portiuncula Hospital"," 6-9 Months",465
2018,"Jun","Portiuncula Hospital"," 9-12 Months",339
2018,"Jun","Portiuncula Hospital","12-15 Months",207
2018,"Jun","Portiuncula Hospital","15-18 Months",128
2018,"Jun","Portiuncula Hospital","18+ Months",193
2018,"Jun","Roscommon Hospital"," 0-3 Months",992
2018,"Jun","Roscommon Hospital"," 3-6 Months",277
2018,"Jun","Roscommon Hospital"," 6-9 Months",235
2018,"Jun","Roscommon Hospital"," 9-12 Months",226
2018,"Jun","Roscommon Hospital","12-15 Months",231
2018,"Jun","Roscommon Hospital","15-18 Months",180
2018,"Jun","Roscommon Hospital","18+ Months",629
2018,"Jun","Rotunda Hospital"," 0-3 Months",1311
2018,"Jun","Rotunda Hospital"," 3-6 Months",790
2018,"Jun","Rotunda Hospital"," 6-9 Months",534
2018,"Jun","Rotunda Hospital"," 9-12 Months",442
2018,"Jun","Rotunda Hospital","12-15 Months",444
2018,"Jun","Rotunda Hospital","15-18 Months",259
2018,"Jun","Royal Victoria Eye and Ear Hospital"," 0-3 Months",2329
2018,"Jun","Royal Victoria Eye and Ear Hospital"," 3-6 Months",1434
2018,"Jun","Royal Victoria Eye and Ear Hospital"," 6-9 Months",1297
2018,"Jun","Royal Victoria Eye and Ear Hospital"," 9-12 Months",1125
2018,"Jun","Royal Victoria Eye and Ear Hospital","12-15 Months",1192
2018,"Jun","Royal Victoria Eye and Ear Hospital","15-18 Months",1169
2018,"Jun","Royal Victoria Eye and Ear Hospital","18+ Months",4456
2018,"Jun","Sligo Regional Hospital"," 0-3 Months",4464
2018,"Jun","Sligo Regional Hospital"," 3-6 Months",2683
2018,"Jun","Sligo Regional Hospital"," 6-9 Months",1910
2018,"Jun","Sligo Regional Hospital"," 9-12 Months",1176
2018,"Jun","Sligo Regional Hospital","12-15 Months",926
2018,"Jun","Sligo Regional Hospital","15-18 Months",620
2018,"Jun","Sligo Regional Hospital","18+ Months",809
2018,"Jun","South Infirmary Victoria University Hospital"," 0-3 Months",6125
2018,"Jun","South Infirmary Victoria University Hospital"," 3-6 Months",2945
2018,"Jun","South Infirmary Victoria University Hospital"," 6-9 Months",2509
2018,"Jun","South Infirmary Victoria University Hospital"," 9-12 Months",1929
2018,"Jun","South Infirmary Victoria University Hospital","12-15 Months",1851
2018,"Jun","South Infirmary Victoria University Hospital","15-18 Months",1407
2018,"Jun","South Infirmary Victoria University Hospital","18+ Months",5133
2018,"Jun","South Tipperary General Hospital"," 0-3 Months",1667
2018,"Jun","South Tipperary General Hospital"," 3-6 Months",878
2018,"Jun","South Tipperary General Hospital"," 6-9 Months",419
2018,"Jun","South Tipperary General Hospital"," 9-12 Months",226
2018,"Jun","South Tipperary General Hospital","12-15 Months",211
2018,"Jun","South Tipperary General Hospital","15-18 Months",133
2018,"Jun","South Tipperary General Hospital","18+ Months",268
2018,"Jun","St. Columcille's Hospital"," 0-3 Months",1031
2018,"Jun","St. Columcille's Hospital"," 3-6 Months",490
2018,"Jun","St. Columcille's Hospital"," 6-9 Months",229
2018,"Jun","St. Columcille's Hospital"," 9-12 Months",236
2018,"Jun","St. Columcille's Hospital","12-15 Months",225
2018,"Jun","St. Columcille's Hospital","15-18 Months",197
2018,"Jun","St. Columcille's Hospital","18+ Months",891
2018,"Jun","St. James's Hospital"," 0-3 Months",9122
2018,"Jun","St. James's Hospital"," 3-6 Months",3297
2018,"Jun","St. James's Hospital"," 6-9 Months",1789
2018,"Jun","St. James's Hospital"," 9-12 Months",1308
2018,"Jun","St. James's Hospital","12-15 Months",844
2018,"Jun","St. James's Hospital","15-18 Months",765
2018,"Jun","St. James's Hospital","18+ Months",1793
2018,"Jun","St. John's Hospital Limerick"," 0-3 Months",493
2018,"Jun","St. John's Hospital Limerick"," 3-6 Months",310
2018,"Jun","St. John's Hospital Limerick"," 6-9 Months",164
2018,"Jun","St. John's Hospital Limerick"," 9-12 Months",71
2018,"Jun","St. John's Hospital Limerick","12-15 Months",27
2018,"Jun","St. John's Hospital Limerick","15-18 Months",35
2018,"Jun","St. Luke's General Hospital Kilkenny"," 0-3 Months",2236
2018,"Jun","St. Luke's General Hospital Kilkenny"," 3-6 Months",593
2018,"Jun","St. Luke's General Hospital Kilkenny"," 6-9 Months",201
2018,"Jun","St. Luke's General Hospital Kilkenny"," 9-12 Months",131
2018,"Jun","St. Luke's General Hospital Kilkenny","12-15 Months",60
2018,"Jun","St. Luke's General Hospital Kilkenny","15-18 Months",9
2018,"Jun","St. Michael's Hospital Dun Laoghaire"," 0-3 Months",1308
2018,"Jun","St. Michael's Hospital Dun Laoghaire"," 3-6 Months",536
2018,"Jun","St. Michael's Hospital Dun Laoghaire"," 6-9 Months",327
2018,"Jun","St. Michael's Hospital Dun Laoghaire"," 9-12 Months",187
2018,"Jun","St. Michael's Hospital Dun Laoghaire","12-15 Months",91
2018,"Jun","St. Michael's Hospital Dun Laoghaire","15-18 Months",48
2018,"Jun","St. Michael's Hospital Dun Laoghaire","18+ Months",45
2018,"Jun","St. Vincent's University Hospital"," 0-3 Months",8993
2018,"Jun","St. Vincent's University Hospital"," 3-6 Months",3427
2018,"Jun","St. Vincent's University Hospital"," 6-9 Months",2434
2018,"Jun","St. Vincent's University Hospital"," 9-12 Months",1729
2018,"Jun","St. Vincent's University Hospital","12-15 Months",1397
2018,"Jun","St. Vincent's University Hospital","15-18 Months",846
2018,"Jun","St. Vincent's University Hospital","18+ Months",1408
2018,"Jun","Tallaght Children's Hospital"," 0-3 Months",1869
2018,"Jun","Tallaght Children's Hospital"," 3-6 Months",1168
2018,"Jun","Tallaght Children's Hospital"," 6-9 Months",995
2018,"Jun","Tallaght Children's Hospital"," 9-12 Months",953
2018,"Jun","Tallaght Children's Hospital","12-15 Months",774
2018,"Jun","Tallaght Children's Hospital","15-18 Months",537
2018,"Jun","Tallaght Children's Hospital","18+ Months",1095
2018,"Jun","Tallaght Hospital"," 0-3 Months",7092
2018,"Jun","Tallaght Hospital"," 3-6 Months",4289
2018,"Jun","Tallaght Hospital"," 6-9 Months",3409
2018,"Jun","Tallaght Hospital"," 9-12 Months",2935
2018,"Jun","Tallaght Hospital","12-15 Months",1994
2018,"Jun","Tallaght Hospital","15-18 Months",1599
2018,"Jun","Tallaght Hospital","18+ Months",6272
2018,"Jun","University Hospital Limerick"," 0-3 Months",9445
2018,"Jun","University Hospital Limerick"," 3-6 Months",5214
2018,"Jun","University Hospital Limerick"," 6-9 Months",3921
2018,"Jun","University Hospital Limerick"," 9-12 Months",3431
2018,"Jun","University Hospital Limerick","12-15 Months",2904
2018,"Jun","University Hospital Limerick","15-18 Months",1579
2018,"Jun","University Hospital Limerick","18+ Months",4413
2018,"Jun","University Hospital Waterford"," 0-3 Months",8409
2018,"Jun","University Hospital Waterford"," 3-6 Months",4912
2018,"Jun","University Hospital Waterford"," 6-9 Months",4421
2018,"Jun","University Hospital Waterford"," 9-12 Months",3890
2018,"Jun","University Hospital Waterford","12-15 Months",3216
2018,"Jun","University Hospital Waterford","15-18 Months",2796
2018,"Jun","University Hospital Waterford","18+ Months",8946
2018,"Jun","Wexford General Hospital"," 0-3 Months",1572
2018,"Jun","Wexford General Hospital"," 3-6 Months",528
2018,"Jun","Wexford General Hospital"," 6-9 Months",106
2018,"Jun","Wexford General Hospital"," 9-12 Months",12
2018,"Jul","Bantry General Hospital"," 0-3 Months",694
2018,"Jul","Bantry General Hospital"," 3-6 Months",279
2018,"Jul","Bantry General Hospital"," 6-9 Months",169
2018,"Jul","Bantry General Hospital"," 9-12 Months",115
2018,"Jul","Bantry General Hospital","12-15 Months",66
2018,"Jul","Bantry General Hospital","15-18 Months",11
2018,"Jul","Beaumont Hospital"," 0-3 Months",9671
2018,"Jul","Beaumont Hospital"," 3-6 Months",4966
2018,"Jul","Beaumont Hospital"," 6-9 Months",2278
2018,"Jul","Beaumont Hospital"," 9-12 Months",1942
2018,"Jul","Beaumont Hospital","12-15 Months",1490
2018,"Jul","Beaumont Hospital","15-18 Months",1199
2018,"Jul","Beaumont Hospital","18+ Months",2675
2018,"Jul","Cappagh National Orthopaedic Hospital"," 0-3 Months",1065
2018,"Jul","Cappagh National Orthopaedic Hospital"," 3-6 Months",372
2018,"Jul","Cappagh National Orthopaedic Hospital"," 6-9 Months",184
2018,"Jul","Cappagh National Orthopaedic Hospital"," 9-12 Months",190
2018,"Jul","Cappagh National Orthopaedic Hospital","12-15 Months",195
2018,"Jul","Cappagh National Orthopaedic Hospital","15-18 Months",86
2018,"Jul","Cappagh National Orthopaedic Hospital","18+ Months",63
2018,"Jul","Cavan General Hospital"," 0-3 Months",2296
2018,"Jul","Cavan General Hospital"," 3-6 Months",1552
2018,"Jul","Cavan General Hospital"," 6-9 Months",873
2018,"Jul","Cavan General Hospital"," 9-12 Months",746
2018,"Jul","Cavan General Hospital","12-15 Months",653
2018,"Jul","Cavan General Hospital","15-18 Months",536
2018,"Jul","Cavan General Hospital","18+ Months",1004
2018,"Jul","Childrens University Hospital Temple Street"," 0-3 Months",4274
2018,"Jul","Childrens University Hospital Temple Street"," 3-6 Months",2730
2018,"Jul","Childrens University Hospital Temple Street"," 6-9 Months",1867
2018,"Jul","Childrens University Hospital Temple Street"," 9-12 Months",1562
2018,"Jul","Childrens University Hospital Temple Street","12-15 Months",1550
2018,"Jul","Childrens University Hospital Temple Street","15-18 Months",1351
2018,"Jul","Childrens University Hospital Temple Street","18+ Months",4336
2018,"Jul","Connolly Hospital"," 0-3 Months",4844
2018,"Jul","Connolly Hospital"," 3-6 Months",2304
2018,"Jul","Connolly Hospital"," 6-9 Months",827
2018,"Jul","Connolly Hospital"," 9-12 Months",681
2018,"Jul","Connolly Hospital","12-15 Months",437
2018,"Jul","Connolly Hospital","15-18 Months",322
2018,"Jul","Connolly Hospital","18+ Months",957
2018,"Jul","Coombe Women and Infants University Hospital"," 0-3 Months",645
2018,"Jul","Coombe Women and Infants University Hospital"," 3-6 Months",483
2018,"Jul","Coombe Women and Infants University Hospital"," 6-9 Months",391
2018,"Jul","Coombe Women and Infants University Hospital"," 9-12 Months",405
2018,"Jul","Coombe Women and Infants University Hospital","12-15 Months",255
2018,"Jul","Coombe Women and Infants University Hospital","15-18 Months",191
2018,"Jul","Coombe Women and Infants University Hospital","18+ Months",110
2018,"Jul","Cork University Hospital"," 0-3 Months",8093
2018,"Jul","Cork University Hospital"," 3-6 Months",4498
2018,"Jul","Cork University Hospital"," 6-9 Months",2555
2018,"Jul","Cork University Hospital"," 9-12 Months",2152
2018,"Jul","Cork University Hospital","12-15 Months",1534
2018,"Jul","Cork University Hospital","15-18 Months",1155
2018,"Jul","Cork University Hospital","18+ Months",2561
2018,"Jul","Cork University Maternity Hospital "," 0-3 Months",1208
2018,"Jul","Cork University Maternity Hospital "," 3-6 Months",623
2018,"Jul","Cork University Maternity Hospital "," 6-9 Months",516
2018,"Jul","Cork University Maternity Hospital "," 9-12 Months",523
2018,"Jul","Cork University Maternity Hospital ","12-15 Months",376
2018,"Jul","Cork University Maternity Hospital ","15-18 Months",276
2018,"Jul","Cork University Maternity Hospital ","18+ Months",307
2018,"Jul","Croom Orthopaedic Hospital"," 0-3 Months",1165
2018,"Jul","Croom Orthopaedic Hospital"," 3-6 Months",865
2018,"Jul","Croom Orthopaedic Hospital"," 6-9 Months",721
2018,"Jul","Croom Orthopaedic Hospital"," 9-12 Months",762
2018,"Jul","Croom Orthopaedic Hospital","12-15 Months",670
2018,"Jul","Croom Orthopaedic Hospital","15-18 Months",437
2018,"Jul","Croom Orthopaedic Hospital","18+ Months",1932
2018,"Jul","Ennis Hospital"," 0-3 Months",446
2018,"Jul","Ennis Hospital"," 3-6 Months",323
2018,"Jul","Ennis Hospital"," 6-9 Months",192
2018,"Jul","Ennis Hospital"," 9-12 Months",147
2018,"Jul","Ennis Hospital","12-15 Months",97
2018,"Jul","Ennis Hospital","15-18 Months",67
2018,"Jul","Ennis Hospital","18+ Months",124
2018,"Jul","Galway University Hospital"," 0-3 Months",13703
2018,"Jul","Galway University Hospital"," 3-6 Months",6732
2018,"Jul","Galway University Hospital"," 6-9 Months",4265
2018,"Jul","Galway University Hospital"," 9-12 Months",3895
2018,"Jul","Galway University Hospital","12-15 Months",2939
2018,"Jul","Galway University Hospital","15-18 Months",2226
2018,"Jul","Galway University Hospital","18+ Months",5322
2018,"Jul","Kerry General Hospital"," 0-3 Months",2646
2018,"Jul","Kerry General Hospital"," 3-6 Months",2045
2018,"Jul","Kerry General Hospital"," 6-9 Months",1176
2018,"Jul","Kerry General Hospital"," 9-12 Months",955
2018,"Jul","Kerry General Hospital","12-15 Months",764
2018,"Jul","Kerry General Hospital","15-18 Months",618
2018,"Jul","Kerry General Hospital","18+ Months",1527
2018,"Jul","Letterkenny General Hospital"," 0-3 Months",4474
2018,"Jul","Letterkenny General Hospital"," 3-6 Months",2991
2018,"Jul","Letterkenny General Hospital"," 6-9 Months",1711
2018,"Jul","Letterkenny General Hospital"," 9-12 Months",1455
2018,"Jul","Letterkenny General Hospital","12-15 Months",1226
2018,"Jul","Letterkenny General Hospital","15-18 Months",904
2018,"Jul","Letterkenny General Hospital","18+ Months",2351
2018,"Jul","Louth County Hospital"," 0-3 Months",957
2018,"Jul","Louth County Hospital"," 3-6 Months",365
2018,"Jul","Louth County Hospital"," 6-9 Months",216
2018,"Jul","Louth County Hospital"," 9-12 Months",113
2018,"Jul","Louth County Hospital","12-15 Months",56
2018,"Jul","Louth County Hospital","15-18 Months",22
2018,"Jul","Louth County Hospital","18+ Months",2
2018,"Jul","Mallow General Hospital"," 0-3 Months",955
2018,"Jul","Mallow General Hospital"," 3-6 Months",656
2018,"Jul","Mallow General Hospital"," 6-9 Months",363
2018,"Jul","Mallow General Hospital"," 9-12 Months",351
2018,"Jul","Mallow General Hospital","12-15 Months",176
2018,"Jul","Mallow General Hospital","15-18 Months",121
2018,"Jul","Mallow General Hospital","18+ Months",239
2018,"Jul","Mater Misericordiae University Hospital"," 0-3 Months",11859
2018,"Jul","Mater Misericordiae University Hospital"," 3-6 Months",6965
2018,"Jul","Mater Misericordiae University Hospital"," 6-9 Months",4385
2018,"Jul","Mater Misericordiae University Hospital"," 9-12 Months",3666
2018,"Jul","Mater Misericordiae University Hospital","12-15 Months",3136
2018,"Jul","Mater Misericordiae University Hospital","15-18 Months",2516
2018,"Jul","Mater Misericordiae University Hospital","18+ Months",5497
2018,"Jul","Mayo General Hospital"," 0-3 Months",2784
2018,"Jul","Mayo General Hospital"," 3-6 Months",1347
2018,"Jul","Mayo General Hospital"," 6-9 Months",680
2018,"Jul","Mayo General Hospital"," 9-12 Months",719
2018,"Jul","Mayo General Hospital","12-15 Months",595
2018,"Jul","Mayo General Hospital","15-18 Months",468
2018,"Jul","Mayo General Hospital","18+ Months",2119
2018,"Jul","Mercy University Hospital"," 0-3 Months",2010
2018,"Jul","Mercy University Hospital"," 3-6 Months",988
2018,"Jul","Mercy University Hospital"," 6-9 Months",666
2018,"Jul","Mercy University Hospital"," 9-12 Months",461
2018,"Jul","Mercy University Hospital","12-15 Months",313
2018,"Jul","Mercy University Hospital","15-18 Months",236
2018,"Jul","Mercy University Hospital","18+ Months",375
2018,"Jul","Midland Regional Hospital Mullingar"," 0-3 Months",2336
2018,"Jul","Midland Regional Hospital Mullingar"," 3-6 Months",1540
2018,"Jul","Midland Regional Hospital Mullingar"," 6-9 Months",1167
2018,"Jul","Midland Regional Hospital Mullingar"," 9-12 Months",794
2018,"Jul","Midland Regional Hospital Mullingar","12-15 Months",590
2018,"Jul","Midland Regional Hospital Mullingar","15-18 Months",293
2018,"Jul","Midland Regional Hospital Mullingar","18+ Months",921
2018,"Jul","Midland Regional Hospital Portlaoise"," 0-3 Months",1984
2018,"Jul","Midland Regional Hospital Portlaoise"," 3-6 Months",1170
2018,"Jul","Midland Regional Hospital Portlaoise"," 6-9 Months",807
2018,"Jul","Midland Regional Hospital Portlaoise"," 9-12 Months",680
2018,"Jul","Midland Regional Hospital Portlaoise","12-15 Months",332
2018,"Jul","Midland Regional Hospital Portlaoise","15-18 Months",149
2018,"Jul","Midland Regional Hospital Portlaoise","18+ Months",76
2018,"Jul","Midland Regional Hospital Tullamore"," 0-3 Months",3649
2018,"Jul","Midland Regional Hospital Tullamore"," 3-6 Months",2467
2018,"Jul","Midland Regional Hospital Tullamore"," 6-9 Months",1650
2018,"Jul","Midland Regional Hospital Tullamore"," 9-12 Months",1110
2018,"Jul","Midland Regional Hospital Tullamore","12-15 Months",1278
2018,"Jul","Midland Regional Hospital Tullamore","15-18 Months",1133
2018,"Jul","Midland Regional Hospital Tullamore","18+ Months",3045
2018,"Jul","Naas General Hospital"," 0-3 Months",2415
2018,"Jul","Naas General Hospital"," 3-6 Months",1192
2018,"Jul","Naas General Hospital"," 6-9 Months",878
2018,"Jul","Naas General Hospital"," 9-12 Months",796
2018,"Jul","Naas General Hospital","12-15 Months",694
2018,"Jul","Naas General Hospital","15-18 Months",565
2018,"Jul","Naas General Hospital","18+ Months",1396
2018,"Jul","Nenagh Hospital"," 0-3 Months",277
2018,"Jul","Nenagh Hospital"," 3-6 Months",140
2018,"Jul","Nenagh Hospital"," 6-9 Months",107
2018,"Jul","Nenagh Hospital"," 9-12 Months",67
2018,"Jul","Nenagh Hospital","12-15 Months",46
2018,"Jul","Nenagh Hospital","15-18 Months",37
2018,"Jul","Nenagh Hospital","18+ Months",58
2018,"Jul","Our Lady of Lourdes Hospital Drogheda"," 0-3 Months",4389
2018,"Jul","Our Lady of Lourdes Hospital Drogheda"," 3-6 Months",2913
2018,"Jul","Our Lady of Lourdes Hospital Drogheda"," 6-9 Months",1697
2018,"Jul","Our Lady of Lourdes Hospital Drogheda"," 9-12 Months",1045
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","12-15 Months",605
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","15-18 Months",436
2018,"Jul","Our Lady of Lourdes Hospital Drogheda","18+ Months",925
2018,"Jul","Our Lady's Children's Hospital Crumlin"," 0-3 Months",5522
2018,"Jul","Our Lady's Children's Hospital Crumlin"," 3-6 Months",3244
2018,"Jul","Our Lady's Children's Hospital Crumlin"," 6-9 Months",1917
2018,"Jul","Our Lady's Children's Hospital Crumlin"," 9-12 Months",1585
2018,"Jul","Our Lady's Children's Hospital Crumlin","12-15 Months",1306
2018,"Jul","Our Lady's Children's Hospital Crumlin","15-18 Months",1257
2018,"Jul","Our Lady's Children's Hospital Crumlin","18+ Months",5164
2018,"Jul","Our Lady's Hospital Navan"," 0-3 Months",1632
2018,"Jul","Our Lady's Hospital Navan"," 3-6 Months",1170
2018,"Jul","Our Lady's Hospital Navan"," 6-9 Months",854
2018,"Jul","Our Lady's Hospital Navan"," 9-12 Months",748
2018,"Jul","Our Lady's Hospital Navan","12-15 Months",677
2018,"Jul","Our Lady's Hospital Navan","15-18 Months",437
2018,"Jul","Our Lady's Hospital Navan","18+ Months",398
2018,"Jul","Portiuncula Hospital"," 0-3 Months",1692
2018,"Jul","Portiuncula Hospital"," 3-6 Months",763
2018,"Jul","Portiuncula Hospital"," 6-9 Months",390
2018,"Jul","Portiuncula Hospital"," 9-12 Months",320
2018,"Jul","Portiuncula Hospital","12-15 Months",226
2018,"Jul","Portiuncula Hospital","15-18 Months",138
2018,"Jul","Portiuncula Hospital","18+ Months",212
2018,"Jul","Roscommon Hospital"," 0-3 Months",961
2018,"Jul","Roscommon Hospital"," 3-6 Months",344
2018,"Jul","Roscommon Hospital"," 6-9 Months",199
2018,"Jul","Roscommon Hospital"," 9-12 Months",208
2018,"Jul","Roscommon Hospital","12-15 Months",242
2018,"Jul","Roscommon Hospital","15-18 Months",197
2018,"Jul","Roscommon Hospital","18+ Months",651
2018,"Jul","Rotunda Hospital"," 0-3 Months",1343
2018,"Jul","Rotunda Hospital"," 3-6 Months",775
2018,"Jul","Rotunda Hospital"," 6-9 Months",299
2018,"Jul","Rotunda Hospital"," 9-12 Months",249
2018,"Jul","Rotunda Hospital","12-15 Months",243
2018,"Jul","Rotunda Hospital","15-18 Months",156
2018,"Jul","Royal Victoria Eye and Ear Hospital"," 0-3 Months",2344
2018,"Jul","Royal Victoria Eye and Ear Hospital"," 3-6 Months",1488
2018,"Jul","Royal Victoria Eye and Ear Hospital"," 6-9 Months",1197
2018,"Jul","Royal Victoria Eye and Ear Hospital"," 9-12 Months",1153
2018,"Jul","Royal Victoria Eye and Ear Hospital","12-15 Months",1164
2018,"Jul","Royal Victoria Eye and Ear Hospital","15-18 Months",1251
2018,"Jul","Royal Victoria Eye and Ear Hospital","18+ Months",4028
2018,"Jul","Sligo Regional Hospital"," 0-3 Months",4759
2018,"Jul","Sligo Regional Hospital"," 3-6 Months",2797
2018,"Jul","Sligo Regional Hospital"," 6-9 Months",1734
2018,"Jul","Sligo Regional Hospital"," 9-12 Months",1229
2018,"Jul","Sligo Regional Hospital","12-15 Months",821
2018,"Jul","Sligo Regional Hospital","15-18 Months",675
2018,"Jul","Sligo Regional Hospital","18+ Months",877
2018,"Jul","South Infirmary Victoria University Hospital"," 0-3 Months",6508
2018,"Jul","South Infirmary Victoria University Hospital"," 3-6 Months",3116
2018,"Jul","South Infirmary Victoria University Hospital"," 6-9 Months",2483
2018,"Jul","South Infirmary Victoria University Hospital"," 9-12 Months",2005
2018,"Jul","South Infirmary Victoria University Hospital","12-15 Months",1944
2018,"Jul","South Infirmary Victoria University Hospital","15-18 Months",1515
2018,"Jul","South Infirmary Victoria University Hospital","18+ Months",5041
2018,"Jul","South Tipperary General Hospital"," 0-3 Months",1716
2018,"Jul","South Tipperary General Hospital"," 3-6 Months",911
